,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 36",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:08.1,6471,5,5,0.14216993,1324.741997,2.283027046,6.724584567,1324.599827,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.604901945958073;0.604901945958073;0.51786800591683][...]],1.435977791,10,202788179,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 37",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:05.5,5784,5,5,0.042665865,1324.607287,2.129532178,11.04656342,1324.564621,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.550903382448641;0.550903382448641;0.626905835363887][...]],1.569105845,10,1594064260,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 36",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:10.8,6955,5,5,0.135175749,1324.762275,1.562564836,3.916399639,1324.6271,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.48375436157966;0.483754361579659;0.729358235235136][...]],1.006514875,10,1840823304,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 37",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:10.3,6135,5,5,0.209223264,1324.722191,2.167091772,8.797404346,1324.512968,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.673978715916269;0.673978715916269;0.302498563606035][...]],1.535582802,10,1294382745,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 37",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:12.2,6471,5,5,0.122752354,1324.737362,1.829607208,5.830242838,1324.61461,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.477716844836692;0.477716844836692;0.73727419073134][...]],1.286125586,10,1823766930,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 38",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:08.7,5784,5,5,0.059384576,1324.611677,1.978027609,9.607295584,1324.552293,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.300539655911015;0.300539655911015;0.905180551298898][...]],1.718637551,10,1785311563,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 37",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:13.7,6955,5,5,0.079038487,1324.753372,2.247591691,5.993589501,1324.674334,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.207595526950843;0.207595526950843;0.955933153719445][...]],1.329516388,10,697202388,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 38",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:11.0,6135,5,5,0.132453967,1324.691006,1.733269804,6.596545089,1324.558552,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.187981294284761;0.187981294284761;0.964015594271199][...]],1.343253417,10,700142949,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 39",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:06.6,5784,5,5,0.021176985,1324.607531,2.344869793,10.84880669,1324.586354,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.674763488751348;0.674763488751348;0.298979043573657][...]],1.709461714,10,1870541242,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 38",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:11.3,6471,5,5,0.191410931,1324.724074,2.178374629,5.003553158,1324.532663,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.5;0.5;0.707106781186547][...]],1.831386617,10,1986907687,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 38",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:11.6,6955,5,5,0.08110187,1324.752119,1.638439324,3.828690571,1324.671017,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.123261314071684;0.123261314071684;0.984689441858012][...]],1.043512456,10,605918570,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 39",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:09.4,6135,5,5,0.143525268,1324.704742,2.06606312,7.144556982,1324.561217,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.358480452089952;0.358480452089952;0.861964924424867][...]],1.680155029,10,1871150189,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 40",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:05.9,5784,5,5,0.193694395,1324.608768,2.073530522,11.63480262,1324.415074,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.49193737058932;0.49193737058932;0.718328091358908][...]],1.595257777,10,1790333943,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 39",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:09.9,6471,5,5,0.08992009,1324.735323,2.43250053,6.612823761,1324.645403,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.488381217255539;0.488381217255539;0.723164969605136][...]],2.029536937,10,1061119586,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 39",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:10.6,6955,5,5,0.067479653,1324.74321,2.127932971,5.210205043,1324.675731,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.625820272421563;0.625820272421563;0.465508295578501][...]],1.684893306,10,512715186,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 40",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:07.8,6135,5,5,0.115906477,1324.693453,1.909001797,7.3786845,1324.577547,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.225286467111526;0.225286467111526;0.947888187220842][...]],1.314089508,10,285950686,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 40",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:08.4,6471,5,5,0.094790932,1324.742688,1.891592591,5.264249882,1324.647897,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.490129663511671;0.490129663511671;0.720795273216932][...]],1.782301166,10,1876277428,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 40",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:10.6,6955,5,5,0.084213202,1324.75158,2.241225388,6.118346724,1324.667367,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.571085573787126;0.571085573787126;0.589680027493265][...]],1.590764347,10,1242291971,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 21",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:42.7,10982,10,8,0.113527628,1324.667838,2.506958853,3.833299374,1324.554311,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.350342184246213;0.350342184246213;0.868631514438191][...]],2.329123643,5,906399141,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 21",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:39.9,9026,10,9,0.171662116,1324.712985,1.920327043,4.819235287,1324.541323,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.247447637387036;0.247447637387036;0.936770694195302][...]],1.594294542,5,638655521,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 21",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:34.4,7015,10,10,0.125088173,1324.681303,2.88867169,6.434863277,1324.556215,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.570532461786647;0.570532461786647;0.590749879471284][...]],1.493817913,5,360941663,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 21",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.5,5983,10,10,0.235031127,1324.491098,2.302936997,10.78664697,1324.256067,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.407058736457174;0.407058736457174;0.817683539119981][...]],1.726079233,5,1982490721,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 22",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:44.2,10982,10,8,0.092926876,1324.674052,2.034383766,2.63184781,1324.581125,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.653281482438188;0.653281482438188;0.38268343236509][...]],0.699213251,5,629119886,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 22",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:40.5,9026,10,9,0.250300372,1324.697775,2.75393717,4.425788398,1324.447474,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.637710032720881;0.637710032720881;0.432032207519608][...]],1.530374205,5,2119292390,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 22",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.9,7015,10,10,0.158707665,1324.695365,2.458628823,6.585204335,1324.536657,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.435739820375797;0.435739820375797;0.787566897398397][...]],1.30235917,5,1283893265,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 22",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:31.2,5983,10,10,0.313501664,1324.561181,3.024917655,10.19588008,1324.24768,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.432587265144343;0.432587265144342;0.79103509155402][...]],2.057885263,5,1789812589,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 23",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:47.6,10982,10,8,0.139441521,1324.668426,2.013837316,2.605251468,1324.528984,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.424151258284008;0.424151258284008;0.800119628675729][...]],0.984018892,5,1184501513,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 23",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:40.4,9026,10,9,0.179423612,1324.700331,3.405737731,6.21254944,1324.520908,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.38954763731387;0.38954763731387;0.834568916582905][...]],1.698476168,5,2132087825,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 23",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.4,7015,10,10,0.299959211,1324.693365,2.537843941,5.776225913,1324.393406,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.257714220824642;0.257714220824642;0.931217891134774][...]],2.137074969,5,990910360,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 23",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.9,5983,10,10,0.16566175,1324.463414,2.506284978,10.49494718,1324.297753,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.334531672266824;0.334531672266824;0.88100914893134][...]],1.254573731,5,1636808195,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 24",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:41.1,10982,10,8,0.237827432,1324.699883,1.873391225,2.277031943,1324.462056,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.637205872256929;0.637205872256929;0.433517419168563][...]],1.56553756,5,1058174736,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 24",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:31.5,7015,10,10,0.210836041,1324.687391,3.107217441,7.411239618,1324.476555,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.254372536721984;0.254372536721983;0.933053709666944][...]],1.662792158,5,1215921533,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 24",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:38.0,9026,10,9,0.090834223,1324.688096,3.979541439,5.667685039,1324.597262,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.181277103347153;0.181277103347153;0.966580169258676][...]],1.34898564,5,387623690,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 24",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.3,5983,10,10,0.210840832,1324.497844,2.41375715,10.01892602,1324.287003,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.607414913186248;0.607414913186248;0.511951410270433][...]],1.593625183,5,309602154,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 25",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:45.4,10982,10,8,0.11871336,1324.646702,2.101158256,2.67839793,1324.527988,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.342462825921536;0.342462825921536;0.874893379631867][...]],1.784396864,5,1366503969,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 25",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.6,7015,10,10,0.249318554,1324.696859,2.481710052,7.158367723,1324.447541,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.618808656321417;0.618808656321417;0.483892233584468][...]],1.764432675,5,2022782633,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 25",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:31.1,5983,10,10,0.185272727,1324.494891,2.597676747,10.50416992,1324.309619,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.29449544396884;0.29449544396884;0.909145129758276][...]],1.864247485,5,1618456287,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 25",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:40.3,9026,10,9,0.256945013,1324.694999,3.029788809,5.133106614,1324.438054,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.233756020900579;0.233756020900579;0.943777646156899][...]],2.392000014,5,1675620015,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 26",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:47.3,10982,10,8,0.298631327,1324.672778,1.882685825,2.337300838,1324.374147,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.580270018020296;0.580270018020296;0.571466020313939][...]],0.941866143,5,1417162399,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 26",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:37.3,7015,10,10,0.243300727,1324.68523,3.821509663,6.428341134,1324.441929,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.610999382324312;0.610999382324312;0.503348298495803][...]],2.552086304,5,1887808229,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 26",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:33.4,5983,10,10,0.381245173,1324.523225,2.186665915,10.05827982,1324.14198,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.5463019605924;0.5463019605924;0.634908131705525][...]],1.944641566,5,1853055321,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 26",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:43.0,9026,10,9,0.22797012,1324.696121,2.871675162,6.698222084,1324.468151,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.406913838649651;0.406913838649651;0.817827766605421][...]],1.873305436,5,2146951940,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 27",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:45.3,10982,10,8,0.122771334,1324.665868,2.450447418,3.846350869,1324.543097,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.432574900375027;0.432574900375027;0.791048614897385][...]],0.817210228,5,1946404961,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 27",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:36.0,7015,10,10,0.398494059,1324.687212,3.359314621,7.269169408,1324.288718,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.614215234211586;0.614215234211585;0.495458668432408][...]],2.758113128,5,1379028414,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 27",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:32.3,5983,10,10,0.393390474,1324.464271,2.44763269,7.779862407,1324.070881,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.457481864495609;0.457481864495609;0.762509467033192][...]],1.693760645,5,700440847,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 27",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:41.6,9026,10,9,0.145446298,1324.698253,2.550583073,4.846760479,1324.552807,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.351369603859918;0.351369603859918;0.86780113100102][...]],1.707333401,5,310298682,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 28",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:34.3,5983,10,10,0.233998369,1324.515095,2.955339771,10.50996834,1324.281097,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.453056168743016;0.453056168743016;0.767776149621619][...]],0.953854748,5,625813439,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 28",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:38.6,7015,10,10,0.10255773,1324.677062,2.378487894,5.618900584,1324.574505,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.388942722618082;0.388942722618082;0.835132993627283][...]],2.009409734,5,1318886730,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 28",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:50.0,10982,10,8,0.054209003,1324.678672,2.234411085,3.251899912,1324.624463,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0741193720657757;0.0741193720657756;0.994491144942553][...]],2.140658532,5,1599250073,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 28",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:43.5,9026,10,9,0.278354828,1324.701426,3.603965429,6.494165149,1324.423071,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.630988040668277;0.630988040668277;0.451340431456365][...]],2.458767025,5,1381271110,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 29",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:29.1,5983,10,10,0.203922793,1324.500862,2.837513563,9.423473119,1324.29694,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.253801707031738;0.253801707031738;0.933364552045744][...]],1.414168483,5,654324854,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 29",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:32.1,7015,10,10,0.116117311,1324.678564,2.77576484,7.115639728,1324.562447,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.695551892218417;0.695551892218417;0.18004202415758][...]],1.540160221,5,849792388,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 29",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:40.5,10982,10,8,0.025567521,1324.667825,1.723377942,2.260394387,1324.642258,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.658333617239596;0.658333617239596;0.364957116418434][...]],1.960521131,5,327622129,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 29",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:35.4,9026,10,9,0.171713594,1324.683688,3.876059766,5.956517971,1324.511974,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.397340955188946;0.397340955188945;0.827188207519349][...]],2.645050707,5,976174798,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 30",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:25.4,5983,10,10,0.208456766,1324.469497,2.390698259,9.554891255,1324.26104,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.489605727836853;0.489605727836853;0.721507077261679][...]],1.543650694,5,1436877927,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 30",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:28.6,7015,10,10,0.146495252,1324.691808,2.606884312,7.396922113,1324.545313,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.168238104509973;0.168238104509973;0.97128362509711][...]],1.125263833,5,367781105,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 30",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:38.3,10982,10,8,0.173712913,1324.662561,2.279799981,4.148101929,1324.488848,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.591662905652446;0.591662905652445;0.547603882518934][...]],0.794686793,5,964944374,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 30",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:34.2,9026,10,9,0.100833284,1324.701817,1.985330399,4.253944826,1324.600984,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.267535042788451;0.267535042788451;0.92566192627782][...]],1.512623535,5,1869014561,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 31",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:26.4,5983,10,10,0.193333231,1324.479112,2.090498889,8.285319568,1324.285779,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.597994013798522;0.597994013798522;0.533672482822814][...]],1.437351361,5,10489480,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 31",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:30.0,7015,10,10,0.237348114,1324.681232,2.46760677,6.5066919,1324.443883,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.227817650291126;0.227817650291126;0.946677472232048][...]],1.691766568,5,33954341,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 31",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:40.2,10982,10,8,0.251085321,1324.669324,1.598272511,2.696740412,1324.418239,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.523922094669009;0.523922094669009;0.671573731942574][...]],0.922562519,5,600810050,10
