,AgeGap,AgeLimits,Algorithm Name,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 73",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:05.9,6542,1,3,3,0.049896345,1324.785557,0.211531855,0.001450154,1324.735661,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.613422031434339;0.613422031434339;0.497420167164479][...]],0.025388474,16,1603219347,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 72",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.4,6542,0,3,3,0.024267802,1324.765634,0.201822309,0.001666113,1324.741366,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.215083210952661;0.215083210952661;0.952616620016986][...]],0.027373688,16,1583611319,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 72",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.7,5983,1,10,10,0.225164154,1324.512173,1.212587008,0.001906201,1324.287009,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.247560833714952;0.247560833714952;0.936710877069716][...]],0.058401962,5,327638890,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 73",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:54.4,5983,0,10,10,0.148251579,1324.367774,1.260832446,0.000969451,1324.219523,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.394094242939689;0.394094242939689;0.830288778295592][...]],0.111313011,5,1089298379,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 74",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:07.6,6542,1,3,3,0.031364494,1324.763664,0.233677841,0.001451431,1324.7323,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.693848033409674;0.693848033409674;0.192742867746269][...]],0.030563864,16,870066567,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 73",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:07.5,6542,0,3,3,0.081004835,1324.767636,0.322077978,0.002201853,1324.686631,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.373831785679862;0.373831785679862;0.848822473801685][...]],0.03299248,16,1111632401,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 73",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.4,5983,1,10,10,0.233880237,1324.484504,1.240100048,0.000955724,1324.250624,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.419339921043193;0.419339921043192;0.805175795239138][...]],0.084567831,5,218941264,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 74",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.4,5983,0,10,10,0.26688869,1324.534944,1.244891323,0.001988041,1324.268055,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.272043590085963;0.272043590085963;0.923030102535275][...]],0.006873804,5,418245294,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 75",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:06.2,6542,1,3,3,0.104173302,1324.781608,0.308019898,0.001661427,1324.677435,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.669527949763008;0.669527949763008;0.321659212478497][...]],0.06343509,16,416913373,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 74",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.2,6542,0,3,3,0.081129378,1324.766505,0.275369452,0.001462779,1324.685376,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.197607459333708;0.197607459333708;0.960157582916135][...]],0.040120532,16,255060544,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 76",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:06.6,6542,1,3,3,0.053172681,1324.784166,0.201677823,0.001338721,1324.730994,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.519995356363789;0.519995356363789;0.677650100509247][...]],0.041313945,16,284416490,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 75",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.5,6542,0,3,3,0.106508983,1324.768371,0.320706817,0.001795491,1324.661862,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.59407201182505;0.59407201182505;0.542362323112766][...]],0.038361184,16,1890577012,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 74",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.2,5983,1,10,10,0.210219493,1324.484946,1.177895779,0.000922547,1324.274726,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.585622819968667;0.585622819968667;0.560438957839204][...]],0.106093976,5,1571044802,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 75",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.1,5983,0,10,10,0.194139704,1324.499973,1.182201891,0.001502316,1324.305833,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.285449005172847;0.285449005172846;0.914897661430864][...]],0.067607498,5,1777113020,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 77",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:06.0,6542,1,3,3,0.139997929,1324.790159,0.323423718,0.00228993,1324.650161,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.346399729554111;0.346399729554111;0.871788079024758][...]],0.049530804,16,1711539251,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 76",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.3,6542,0,3,3,0.081306928,1324.762252,0.320583884,0.001747848,1324.680945,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.0782264894974002;0.0782264894974002;0.993861777452894][...]],0.038274787,16,1119977409,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 78",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:07.0,6542,1,3,3,0.089390724,1324.78247,0.321667519,0.001837871,1324.69308,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.188685517496658;0.188685517496658;0.963740396047627][...]],0.031865922,16,473501957,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 77",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.6,6542,0,3,3,0.038037535,1324.762483,0.236494574,0.001644498,1324.724445,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.129352249667691;0.129352249667691;0.98312562320988][...]],0.031600212,16,1346318097,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 76",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.2,5983,0,10,10,0.197480743,1324.491887,1.194321199,0.001296566,1324.294406,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.249856417783934;0.249856417783934;0.935491069430575][...]],0.066199902,5,264209554,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 75",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.5,5983,1,10,10,0.233146917,1324.521627,1.188439223,0.001503889,1324.28848,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.235398313255993;0.235398313255993;0.942960904933215][...]],0.085867795,5,425756582,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 79",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:07.0,6542,1,3,3,0.118637853,1324.783388,0.31992721,0.001955844,1324.66475,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.584177864671884;0.584177864671883;0.563446931711228][...]],0.039299836,16,1827049051,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 78",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:07.2,6542,0,3,3,0.089733817,1324.766683,0.325612718,0.002125087,1324.676949,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.688439150833369;0.688439150833369;0.228260971696123][...]],0.059067083,16,1777426194,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 77",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.8,5983,0,10,10,0.284121078,1324.496377,1.303353248,0.001704635,1324.212256,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.457071164450889;0.457071164450889;0.763001901213239][...]],0.094076979,5,258785186,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 76",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:54.0,5983,1,10,10,0.211629779,1324.46077,1.097045073,0.001215391,1324.24914,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.544284667546648;0.544284667546648;0.638363847149312][...]],0.172627147,5,1360861121,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 80",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:06.8,6542,1,3,3,0.029830947,1324.766333,0.225588664,0.00168735,1324.736502,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.48734976798768;0.48734976798768;0.724555316925291][...]],0.030729677,16,1716059474,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 79",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.5,6542,0,3,3,0.100909699,1324.788158,0.325309656,0.001291219,1324.687248,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.221297377773304;0.221297377773303;0.949765729630902][...]],0.027398205,16,1855153585,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 81",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:05.7,6542,1,3,3,0.099094244,1324.787059,0.323033755,0.002349129,1324.687965,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.283819852525206;0.283819852525206;0.915910794032443][...]],0.02034832,16,584201859,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 80",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:05.6,6542,0,3,3,0.108540289,1324.784928,0.324533424,0.001513134,1324.676388,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.432710109211133;0.432710109211133;0.790900703484944][...]],0.046383344,16,1342947667,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 78",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:52.7,5983,0,10,10,0.210867069,1324.496343,1.204723128,0.001245713,1324.285476,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.447354473656665;0.447354473656665;0.774433954445914][...]],0.06692745,5,1395642259,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 77",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:52.8,5983,1,10,10,0.290041362,1324.422574,1.346718311,0.002991987,1324.132533,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.5;0.5;0.707106781186547][...]],0.115443874,5,1952428350,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 82",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:05.7,6542,1,3,3,0.102896408,1324.782101,0.324123729,0.001589185,1324.679204,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.273498021503256;0.273498021503256;0.922170084348657][...]],0.037549674,16,701153198,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 81",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.1,6542,0,3,3,0.109468712,1324.785939,0.313926405,0.00156617,1324.676471,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.677634404243051;0.677634404243051;0.28569779203265][...]],0.057508539,16,1980721992,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 83",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:07.0,6542,1,3,3,0.148234745,1324.77767,0.327838898,0.001638527,1324.629435,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.622953336829449;0.622953336829449;0.473136640164456][...]],0.023005233,16,1132598212,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 82",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:06.1,6542,0,3,3,0.096793444,1324.763936,0.321972712,0.001520161,1324.667142,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.447394508695187;0.447394508695187;0.774387698235699][...]],0.043876737,16,840687324,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 78",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:52.9,5983,1,10,10,0.116584271,1324.367774,1.167862292,0.001870426,1324.25119,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.567246100230609;0.567246100230609;0.597045830356708][...]],0.13169806,5,905819537,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 79",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.2,5983,0,10,10,0.152961261,1324.442274,1.203733747,0.001271837,1324.289312,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.243142193365719;0.243142193365719;0.939022762030088][...]],0.061962609,5,20329478,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 84",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:06.3,6542,1,3,3,0.023420681,1324.7637,0.224855442,0.001868026,1324.740279,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.301694695395871;0.301694695395871;0.904411754423827][...]],0.036509305,16,1179639638,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 83",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:07.0,6542,0,3,3,0.028518362,1324.763877,0.218200496,0.001570926,1324.735359,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.581434957239524;0.581434957239524;0.569092945835515][...]],0.036402013,16,2084094002,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 85",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:08.6,6542,1,3,3,0.029086206,1324.759259,0.215264847,0.00185262,1324.730173,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.173031789770255;0.173031789770254;0.969597854503508][...]],0.039912929,16,1875755864,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 80",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:55.6,5983,0,10,10,0.320605222,1324.538709,1.184345499,0.002073162,1324.218104,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.568111533040676;0.568111533040676;0.595397826711138][...]],0.145385037,5,1243693790,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 79",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:55.7,5983,1,10,10,0.370115206,1324.497008,1.349550047,0.002184174,1324.126893,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.378120079212643;0.378120079212643;0.845015036193114][...]],0.140253444,5,934758489,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 84",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:08.8,6542,0,3,3,0.041607755,1324.786379,0.218162396,0.001549528,1324.744772,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.430257478982442;0.430257478982442;0.793572305186709][...]],0.026083435,16,25944422,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 86",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:09.2,6542,1,3,3,0.078026769,1324.76705,0.322044007,0.002214314,1324.689023,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.367042865835547;0.367042865835547;0.854727482463538][...]],0.034389329,16,623889830,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 85",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:09.4,6542,0,3,3,0.041676264,1324.763727,0.233642933,0.001914062,1324.72205,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.635684110000982;0.635684110000982;0.437962811873928][...]],0.027770397,16,1425229059,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 80",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:55.6,5983,1,10,10,0.307245455,1324.492398,1.320989402,0.001011102,1324.185152,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.5;0.5;0.707106781186547][...]],0.060878356,5,1984240023,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 81",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:56.3,5983,0,10,10,0.207191976,1324.502039,1.200058484,0.001951014,1324.294847,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.321919143941779;0.321919143941779;0.89035730441637][...]],0.043833089,5,1896622669,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 87",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:07.5,6542,1,3,3,0.046361098,1324.783536,0.227760381,0.000928141,1324.737175,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.197130897185919;0.197130897185919;0.960353486352473][...]],0.032218988,16,1491380144,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 86",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:07.4,6542,0,3,3,0.120346659,1324.782045,0.322938015,0.00142965,1324.661698,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.396311559516312;0.396311559516312;0.828175280715078][...]],0.04582391,16,273717416,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 88",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",01:07.9,6542,1,3,3,0.052713002,1324.77113,0.241726034,0.001890262,1324.718417,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.426526285831685;0.426526285831685;0.79759053090496][...]],0.030176224,16,1005945373,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 87",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0}",01:07.7,6542,0,3,3,0.05189735,1324.765883,0.250047269,0.001580021,1324.713985,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.609111991224129;0.609111991224129;0.507902711445759][...]],0.037694514,16,894593525,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 81",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:54.4,5983,1,10,10,0.202933882,1324.454781,1.156377478,0.001073279,1324.251847,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.575862545528088;0.575862545528087;0.580314274609735][...]],0.14052004,5,208823653,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 82",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:55.0,5983,0,10,10,0.242397593,1324.483633,1.194317326,0.001101195,1324.241236,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.235354216300384;0.235354216300384;0.942982919113207][...]],0.123595343,5,222225107,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 64",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.3,4706,3,10,5,0.02146348,1324.79795,0.130952371,0.001473612,1324.776486,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.613221367614334;0.613221367614334;0.497914760378132][...]],0.030998416,16,1163872032,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 64",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:53.2,5983,3,10,10,0.222353513,1324.518856,1.159878796,0.001058898,1324.296503,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.592923589499164;0.592923589499164;0.544869923955116][...]],0.09932872,5,440874591,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 65",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.4,4706,3,10,5,0.039925056,1324.816718,0.126525133,0.001479079,1324.776793,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.696847047834426;0.696847047834426;0.169730326839048][...]],0.032428445,16,68853704,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 82",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.8,5983,1,10,10,0.351100185,1324.454777,1.258888629,0.001079268,1324.103677,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.571365573686188;0.571365573686188;0.589137303531618][...]],0.206536545,5,632644923,10,DTLZ6
