,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,Crowding,DominateOnEqualQualities,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NonDominatedElites,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
NSGA-II Run 11,0.818189835,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.997781,0.371091318,TRUE,300050,28:16.4,1.824398998,6000,1330.179591,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;2.99917932365964;0][0;0;2.99917932712584][2.99917930152677;0;0][0.109018380346943;2.65703048878163;0.233130477659057][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,814250613,100,,,0.078014041,,,,,,,,,,,
NSGA-II Run 12,16.8765726,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,1.312429156,TRUE,300050,43:16.2,7.234756937,6000,1313.504815,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;10.2335044457058][10.2337736298696;0;0][0;10.2340739791115;0][0;9.72849734411329;0.506395937219789][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,2136110657,100,,,0.341464,,,,,,,,,,,
NSGA-II Run 13,0.107211442,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.996804,0.249092507,TRUE,300050,12:54.9,1.076137937,6000,1330.889593,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;1.99928889711504;0][1.99929024490696;0;0][0;0;1.99929018130184][0.835092414616662;0.224517918343211;0.939680233317395][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1772309203,100,,,0.058935279,,,,,,,,,,,
NSGA-II Run 14,30.74165794,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.93535,1.116990162,TRUE,300050,11:57.7,6.382130223,6000,1300.193692,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;8.99570711579055;0][0;0;8.9957071157918][8.99570711582786;0;0][5.69946527174489;0.55715698676833;2.73908485731535][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1051769802,100,,,0.390637148,,,,,,,,,,,
NSGA-II Run 15,2.555104256,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.953194,0.557311985,TRUE,300050,12:50.8,2.936330012,6000,1328.39809,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[4.51574218400729;0;0][0;4.51574209515214;0][0;0;4.51568083473673][0;3.88995358118269;0.625820413219447][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1011859466,100,,,0.141716237,,,,,,,,,,,
NSGA-II Run 16,0.806452067,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.963003,0.315036938,TRUE,300050,13:35.2,1.465223756,6000,1330.156551,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[2.53911397955725;0;0][0;0.345253647332451;2.19397389444185][0;2.53906319972162;0][0;0;2.53913743630757][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1094864343,100,,,0.078150562,,,,,,,,,,,
NSGA-II Run 17,0.39549377,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.970623,0.373766008,TRUE,300050,13:35.2,1.838532893,6000,1330.575129,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[2.99881851966229;0;0][0;0;2.99881845990512][0;2.99881849292688;0][0.0510165236142873;0.164506214571961;2.78329585026706][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,834497790,100,,,0.081443549,,,,,,,,,,,
NSGA-II Run 18,149.8232208,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,1.619155359,TRUE,300050,20:29.1,9.533547873,6000,1180.558167,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[12.9966091178603;0;0][0;0;13.0545333655662][0;12.9966078383395;0][1.5555364302497;8.19419382667317;3.74598001869491][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1657015831,100,,,0.450687624,,,,,,,,,,,
NSGA-II Run 19,2.747703958,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.980606,0.436038604,TRUE,300050,34:38.4,2.227053463,6000,1328.232902,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[3.50059399123906;0;0][0;0;3.50062072057656][0;3.50062072349796;0][0.563062228953515;0.142011769663481;2.79554672249496][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,136322259,100,,,0.13397942,,,,,,,,,,,
NSGA-II Run 20,0.062031208,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.999694,0.126349328,TRUE,300050,11:05.8,0.35686409,6000,1330.937663,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;1.01613344118451][1.01614090961714;0;0][0.752663155675416;0.26347389270026;0][0;1.01613302235793;0][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,569156810,100,,,0.037774748,,,,,,,,,,,
NSGA-II Run 21,4.512096319,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.83494,0.835305556,TRUE,300050,28:51.2,4.654664435,6000,1326.322844,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;6.67511788335552][6.67513877059039;0;0][0;6.67513762496245;0][0.0389678951267112;4.8651351963685;1.77103125212795][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,334403824,100,,,0.27441359,,,,,,,,,,,
NSGA-II Run 22,0.685511924,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.978846,0.517538619,TRUE,300050,13:21.3,2.69339152,6000,1330.293334,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[4.13593509647124;0;0][0;0;4.13597023238214][0;4.13593407820222;0][0;2.91629144863729;1.21972504099301][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1227704051,100,,,0.12461753,,,,,,,,,,,
NSGA-II Run 23,0.056558306,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.987189,0.314282374,TRUE,300050,11:31.0,1.476527459,6000,1330.930631,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;2.49971489127506][2.49971489874979;0;0][0;2.49971498400142;0][1.95353518837041;0.406238692273717;0.13994126316297][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1040887061,100,,,0.093300855,,,,,,,,,,,
NSGA-II Run 24,4.995611859,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.938443,0.622533063,TRUE,300050,10:52.8,3.32320364,6000,1325.942831,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;4.9977429131082][0;4.99774291310714;0][4.99774291310714;0;0][1.48728914316443;0.405478391221963;3.10497537997787][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1133217915,100,,,0.195992043,,,,,,,,,,,
NSGA-II Run 25,26.53185392,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,1.053655207,TRUE,300050,13:27.8,5.944411035,6000,1303.849534,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[8.50665678732937;0;0][0;0;8.50665678630885][0;8.5066567877509;0][1.93595302446178;1.63537381213593;4.93532995032275][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,173431064,100,,,0.278293676,,,,,,,,,,,
NSGA-II Run 26,4.662409622,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.998507,0.687462709,TRUE,300050,13:35.6,3.734087482,6000,1326.336098,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;5.50198066311395][5.50226881820414;0;0][0;5.5019105684548;0][4.45679680301619;0.344026330964523;0.701268086993347][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,8134748,100,,,0.216140545,,,,,,,,,,,
NSGA-II Run 27,343.8718068,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,1.867388452,TRUE,300050,11:48.4,10.86331631,6000,986.5095807,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;14.9928034818077;0][0;0;14.9928035056994][14.9928035897028;0;0][0.964504631827157;1.1056736326185;12.9226252479945][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,874019564,100,,,0.604865426,,,,,,,,,,,
NSGA-II Run 28,6.210963132,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.900034,0.626099847,TRUE,300050,11:54.1,3.383681946,6000,1324.689071,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;5.03062406938667;0][0;0;5.03062400883244][5.03062277384539;0;0][2.8487071295362;1.16120679328982;1.02071074620436][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,21070860,100,,,0.186781195,,,,,,,,,,,
NSGA-II Run 29,15.63159601,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.997129,0.811212984,TRUE,300050,23:39.0,4.458487393,6000,1315.365533,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[6.53301370880107;0;0][0;6.53301386939599;0][0;0;6.53301332698845][5.09922087209816;0;1.43382840557076][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1522904602,100,,,0.205568221,,,,,,,,,,,
NSGA-II Run 30,0.72607473,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.902632,0.434676442,TRUE,300050,13:59.5,2.249689447,6000,1330.176558,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;3.50639083989331][3.50639402222007;0;0][0;3.5063917074969;0][1.04305747616692;1.28401476904367;1.17932072395778][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1896706695,100,,,0.14959221,,,,,,,,,,,
NSGA-II Run 31,1.635869473,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.986269,0.44280822,TRUE,300050,13:28.5,2.252841098,6000,1329.350399,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;3.52029207987395][0;3.52029291883237;0][3.52029239551906;0;0][0.465060650153476;0.235229175976399;2.82000327209641][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1953177695,100,,,0.147749534,,,,,,,,,,,
NSGA-II Run 32,0.280432963,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.992621,0.263961485,TRUE,300050,02:55.3,1.178049765,6000,1330.712188,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;2.13506212443121][2.13508101470136;0;0][0;2.13506698989959;0][0.119200746763386;0.219906060290434;1.79596125838117][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,926672132,100,,,0.072061001,,,,,,,,,,,
NSGA-II Run 33,1.470718523,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.984506,0.433635386,TRUE,300050,11:16.4,2.167784993,6000,1329.513787,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[3.50234315342394;0;0][0;3.50234315342394;0][0;0;3.50234309802168][0.213866826365356;0.347643455507005;2.94083289514355][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,725296064,100,,,0.099931646,,,,,,,,,,,
NSGA-II Run 34,2.142093117,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.997717,0.378390604,TRUE,300050,26:26.1,1.820527051,6000,1328.855624,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[3.00999038613369;0;0][0;0;3.00999041937998][0;3.00999041939295;0][0.499982752088063;2.48400070305308;0.0260073498786286][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1403003233,100,,,0.09999173,,,,,,,,,,,
NSGA-II Run 35,10.71127801,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,1.245104843,TRUE,300050,11:11.9,7.214355437,6000,1319.670109,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;10.0108904193152;0][0;0;10.0122226592327][10.0108410838877;0;0][6.2595367606557;2.0242709109211;1.72922528699464][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1891161176,100,,,0.42857128,,,,,,,,,,,
NSGA-II Run 36,3.692219883,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.988165,0.560785651,TRUE,300050,12:51.2,2.93908028,6000,1327.295945,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;4.50509819046988;0][0;0;4.50486368357722][4.50511462936013;0;0][0.425977221992645;3.29476651641023;0.784756060636874][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1581959881,100,,,0.143262245,,,,,,,,,,,
NSGA-II Run 37,3.765957584,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.957322,0.529032991,TRUE,300050,21:08.0,2.760184512,6000,1327.191364,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[4.20851343874676;0;0][0;4.30291417614913;0][0;0;4.24032740609564][2.34761320090487;1.34362012854744;0.592916417057022][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,252306499,100,,,0.184873655,,,,,,,,,,,
NSGA-II Run 38,852.4987109,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,2.446044266,TRUE,300050,30:34.8,14.35249285,6000,477.8826766,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[19.4903836993173;0;0][0;0;19.4903836996738][0;19.4903836992666;0][13.8797625300845;5.61062277642612;0][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,705037788,100,,,0.69324855,,,,,,,,,,,
NSGA-II Run 39,1.698248125,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.924272,0.499289599,TRUE,300050,11:05.8,2.64772684,6000,1329.226024,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;4.00214878209538][0;4.00214898845298;0][4.00214902230004;0;0][0.511521530966687;1.07740092349881;2.41322641631415][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,2042534300,100,,,0.127167292,,,,,,,,,,,
NSGA-II Run 40,0.138204908,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.995413,0.335808125,TRUE,300050,21:09.1,1.716080928,6000,1330.857208,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;2.49928664081508;0][0;0;2.49928664081988][2.99877990143723;0;0][2.91741332467058;0.0238539978882472;0.0575125847123134][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1180091506,100,,,0.135429686,,,,,,,,,,,
NSGA-II Run 41,7.372964337,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.994625,0.745546899,TRUE,300050,13:31.8,4.092423483,6000,1323.621661,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[6.03426545931952;0;0][0;0;6.03425225318591][0;6.03425728010399;0][0.189914687189481;0.10198106090778;5.74237174612038][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,362222465,100,,,0.243030607,,,,,,,,,,,
NSGA-II Run 42,22.14243711,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,0.836969073,TRUE,300050,13:57.5,4.691020338,6000,1308.23895,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[6.68288851024307;0;0][0;6.68286271899144;0][0;0;6.68286610549532][4.7714744010176;1.37962786405223;0.531777092844034][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,146300328,100,,,0.296428923,,,,,,,,,,,
NSGA-II Run 43,6.688940094,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.651375,0.615736327,TRUE,300050,12:35.1,3.30098203,6000,1323.962435,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;5.00030943609434;0][0;0;5.00028534743439][5.00030944896813;0;0][0.421635054702686;3.20600428587634;1.37266216494391][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,813886895,100,,,0.181650276,,,,,,,,,,,
NSGA-II Run 44,13.54072647,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,1.359595188,TRUE,300050,12:25.2,7.913556338,6000,1316.840661,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;10.9951485526213][10.9951485390018;0;0][0;10.9951485176993;0][0;10.2848768925738;0.710271665213707][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,732336871,100,,,0.527931031,,,,,,,,,,,
NSGA-II Run 45,0.23270876,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.982085,0.24715285,TRUE,300050,12:34.3,1.062797524,6000,1330.749376,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;2.00338334294862;0][2.00338344199028;0;0][0;0;2.00338334363873][1.73158582839298;0.271798235788484;0][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1813689060,100,,,0.066054768,,,,,,,,,,,
NSGA-II Run 46,4.029045678,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.998252,0.624068786,TRUE,300050,12:25.4,3.381705309,6000,1326.969207,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[4.99848461550406;0;0][0;4.99848461488163;0][0;0;4.99848461226523][0.465172831555969;4.33060812952793;0.202703658277165][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,2074016837,100,,,0.193290563,,,,,,,,,,,
NSGA-II Run 47,0.648805152,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.989393,0.376954691,TRUE,300050,12:34.2,1.852418828,6000,1330.340588,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;3.01797120211616;0][0;0;3.01771106596177][3.01799257514307;0;0][0.415833708589327;0.74617503177852;1.85606634921193][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,426122834,100,,,0.102671594,,,,,,,,,,,
NSGA-II Run 48,4.674225701,,,,,NSGA-II,NSGA2,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,1330.381387,0.831655455,TRUE,300050,11:06.3,4.654791649,6000,1325.707162,HypervolumeValues,,,,,,,6000,,,,ItemArray<IScope>,[[0;0;6.67333873591868][6.6733333889471;0;0][0;6.67333757353489;0][0.335914682562078;3.72033615820612;2.61708490617483][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,929140083,100,,,0.305242937,,,,,,,,,,,
