,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,Crowding,DominateOnEqualQualities,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NonDominatedElites,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 14",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,41.01130034,FALSE,300037,43:54.9,,9055,1330.982304,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.017610657,Population Age Distribution,1330.999915,50.72111602,64.86301943,1330.982304,ItemArray<IScope>,[[0.506717301235248;0;0][0;0;0.506717194372996][0;0.506717236816378;0][0.017845597087386;0.252497930140114;0.236373916205291][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,45.60068028,4,TRUE,1395027795,,2,8,32.19659967,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 15",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,29.81907525,FALSE,300037,18:37.6,,9055,1330.878048,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.121579602,Population Age Distribution,1330.999628,46.77980946,72.34907132,1330.878048,ItemArray<IScope>,[[0;1.00564864283373;0][0;0;1.00564855723678][1.00564855736877;0;0][0.0996532501753839;0.129901758009919;0.776093228704885][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,25.58522005,4,TRUE,238306987,,2,8,22.56236702,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 16",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,38.14272044,FALSE,300037,45:23.9,,9055,1330.992036,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.00736436,Population Age Distribution,1330.999401,41.25890535,79.87491717,1330.992036,ItemArray<IScope>,[[0;0;0.503814620289866][0.503814620289866;0;0][0;0.503814620289866;0][0.198602981070182;0.264750520545879;0.0404611221421422][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,35.74925301,4,TRUE,203979538,,2,8,34.04281444,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 17",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,45.91872117,FALSE,300037,18:42.4,,9055,1330.993314,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.006510616,Population Age Distribution,1330.999825,62.87056649,94.70358597,1330.993314,ItemArray<IScope>,[[0;0;0.500068642906115][0;0.500068624860994;0][0.500031610295537;0;0][0.383215881112719;0.0868714813185932;0.0299812972933488][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,45.50711894,4,TRUE,687568260,,2,8,36.88092171,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 18",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,48.48142128,FALSE,300037,18:30.2,,9055,1330.996148,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.003795669,Population Age Distribution,1330.999944,54.15508745,68.29098927,1330.996148,ItemArray<IScope>,[[0.529291492722727;0;0][0;0.529291488234584;0][0;0;0.529291495961914][0.0990227818037909;0.0581015577502092;0.372167242026892][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,39.89468998,4,TRUE,2047029428,,2,8,34.04522149,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 19",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,49.88323999,FALSE,300037,44:45.5,,9055,1330.941352,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.058512913,Population Age Distribution,1330.999865,46.07535392,79.0960872,1330.941352,ItemArray<IScope>,[[0;0;0.999984452326174][0.999984452339852;0;0][0;0.999984452318891;0][0.773615909482065;0.219809997939208;0.00655854489602003][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,44.67058273,4,TRUE,196472617,,2,8,28.88548386,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 20",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,55.21814536,FALSE,300037,45:17.9,,9055,1330.918987,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.079084466,Population Age Distribution,1330.998071,73.52107624,102.8233267,1330.918987,ItemArray<IScope>,[[0;0.999766257902756;0][0.999766180986683;0;0][0;0;0.999766140938718][0.0809939124095329;0.225719345476237;0.693886905276499][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,50.63640091,4,TRUE,707088756,,2,8,45.00817373,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 21",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,43.19506533,FALSE,300037,44:48.1,,9055,1330.877422,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.122540187,Population Age Distribution,1330.999962,48.34054003,94.32971685,1330.877422,ItemArray<IScope>,[[1.07650625832295;0;0][0;0;1.076506258321][0;1.07650625832739;0][0.0978441876118683;0.800221768160973;0.178440302564676][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,32.42025378,4,TRUE,39008649,,2,8,31.37140636,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 22",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,25.55446124,FALSE,300037,45:05.3,,9055,1330.965352,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.034601159,Population Age Distribution,1330.999954,32.71114665,54.08108129,1330.965352,ItemArray<IScope>,[[0;0;0.625490240596271][0;0.625490240533743;0][0.625490240775505;0;0][0.390033751450774;0.0920624856329865;0.143437205404708][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,32.66675619,4,TRUE,2050587778,,2,8,26.1357579,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 23",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,44.52015567,FALSE,300037,44:46.8,,9055,1330.980405,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.019583913,Population Age Distribution,1330.999989,48.95721185,81.4026844,1330.980405,ItemArray<IScope>,[[0.500000075233331;0;0][0;0;0.500000079361584][0;0.500000079951334;0][0.373767060603616;0.101436097953867;0.024796916675848][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,43.70612519,4,TRUE,312934191,,2,8,40.9824491,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 24",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,58.01034509,FALSE,300037,44:49.1,,9055,1330.992735,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.006324436,Population Age Distribution,1330.99906,39.52858622,69.40380947,1330.992735,ItemArray<IScope>,[[0;0.650013008471817;0][0.65001299061268;0;0][0;0;0.650014533038245][0.213847110869993;0.317567220955613;0.118601080561677][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,86.75840248,4,TRUE,760117734,,2,8,69.51905022,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 25",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,42.18848648,FALSE,300037,43:56.2,,9055,1330.986139,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.013857282,Population Age Distribution,1330.999997,52.63769033,76.54842604,1330.986139,ItemArray<IScope>,[[0;0;0.500000000000178][0.500000000000178;0;0][0;0.500000000000178;0][0.231056493681308;0.172979412425094;0.0959640942593501][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,89.72378623,4,TRUE,1608040226,,2,8,80.73443704,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 26",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,70.83385165,FALSE,300037,45:39.4,,9055,1330.893404,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.106376822,Population Age Distribution,1330.999781,68.45997466,85.75029794,1330.893404,ItemArray<IScope>,[[0;0;1.20103349097241][0;1.20103447656606;0][1.20104543539635;0;0][0.260214261271086;0.605429787501752;0.335546549360101][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,59.70370437,4,TRUE,110519258,,2,8,49.94224678,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 27",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,58.82854041,FALSE,300037,44:05.8,,9055,1330.988249,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.011438791,Population Age Distribution,1330.999688,67.09479852,106.8726271,1330.988249,ItemArray<IScope>,[[0;0;0.502535782051361][0.502535782051361;0;0][0;0.502535782050295;0][0.234261004205388;0.155250563103357;0.113024214832144][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,62.67593029,4,TRUE,726609252,,2,8,56.20276475,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 28",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,38.85604637,FALSE,300037,44:53.3,,9055,1330.902646,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.094412507,Population Age Distribution,1330.997059,46.68331975,68.14488685,1330.902646,ItemArray<IScope>,[[1.00062330740257;0;0][0;1.00062330740257;0][0;0;1.00062330740257][0.479743064851119;0.288268345022269;0.232579429771455][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,34.75109081,4,TRUE,572093766,,2,8,27.45652469,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 29",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,37.79813483,FALSE,300037,43:50.9,,9055,1330.987979,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.012020406,Population Age Distribution,1330.999999,53.26914727,67.38626532,1330.987979,ItemArray<IScope>,[[0;0;0.567175629973448][0;0.567176432560068;0][0.567176542215641;0;0][0.242911379060968;0.163629513561031;0.160635726422497][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,49.62325692,4,TRUE,443280181,,2,8,32.17382842,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 30",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,34.92972095,FALSE,300037,45:28.1,,9055,1330.98503,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.014963228,Population Age Distribution,1330.999993,42.46305966,60.37366985,1330.98503,ItemArray<IScope>,[[0;0.518122044165025;0][0;0;0.518119377857317][0.518119338389155;0;0][0.183075809847163;0.329293163987874;0.00575334925567116][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,34.25511504,4,TRUE,1527035527,,2,8,27.4590605,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
