,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 31",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:21.9,6135,5,5,4.51444128,0.583135916,2.865815154,999.371413,[[0;0;6.01022051594155][0.859338636516991;0.862173768455062;2.62449872994008][0.926231161255347;0.0318964532027486;4.46153850165371][...]],0.200891763,10,1840843628,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 31",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:21.8,6471,5,5,11.43906428,0.758583848,4.358205478,992.44679,[[0.859734289687504;0.855532211080986;2.65151039299465][0;0.755489145315575;4.77124768253818][0;0;6.03690976195742][...]],0.199587503,10,1829082738,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 31",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:23.4,6955,5,5,12.42532094,0.56217746,2.375717361,991.4605333,[[0;0;6.03012772987346][0.857432046647904;0.856551726128226;2.64460754122798][0.709217238792087;0.870586960331105;3.83414678828487][...]],0.201104444,10,1166756574,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 32",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:16.6,5784,5,5,39.76424558,0.876840797,7.804801144,964.1216087,[[0;0;6.2640336150138][0.85988892464784;0.861193737781128;2.87862568561858][0.976214331341797;0;5.07079941934262][...]],0.182554028,10,517931487,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 32",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:20.6,6135,5,5,16.60987574,0.563729848,3.350738686,987.2759785,[[0.859398944491611;0.858344153037679;2.63585035185948][0;0;6.02162305401021][0.0566639767117687;0.929172076518839;4.4322848728757][...]],0.227203355,10,1642201696,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 32",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:21.5,6471,5,5,9.484467879,0.62878564,3.329262643,994.4013864,[[0.857879299967732;0.863925716224563;2.64483681454209][0;0;6.02968541405818][0.251158009563858;0.896823585109751;3.96505805494548][...]],0.259309515,10,1515205022,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 33",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:16.6,5784,5,5,26.83749269,0.826151491,6.976840024,977.0483616,[[0;0;6.17296995095654][0.917946898225369;0.726169519707611;3.50252626095203][0;0.873313255170344;4.48810066299998][...]],0.199802741,10,1074684822,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 32",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:23.2,6955,5,5,14.16151279,0.52423333,2.186839496,989.7243415,[[0;0.094667919628307;5.99353434065756][0;0;6.03763544045656][0.860222368755636;0.856261051853797;2.65206002057869][...]],0.169286084,10,1624788158,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 33",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:19.5,6135,5,5,7.665901512,0.637112832,3.995317147,996.2199528,[[0;0;6.01876772489909][0.858111811190283;0.858043892091817;2.63286114806031][0.92938296533372;0.215879895026772;4.10693064112933][...]],0.186700215,10,944672980,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 33",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:21.6,6471,5,5,8.050793843,0.597093146,2.663038374,995.8350604,[[0;0.790614029924049;5.57873121479996][0;0;6.01230948020215][0.906578823993777;0;5.18207508183822][0.858251326585362;0.852738684068618;2.62702143766663][...]],0.204868625,10,1379055438,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 34",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:15.9,5784,5,5,19.41538258,0.837619134,7.553373995,984.4704717,[[0.857358767464598;0.860463257819402;2.69649654055003][0.967803456797324;0;4.82520023836501][0;0;6.08240009394906][...]],0.215721889,10,84932022,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 33",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:22.3,6955,5,5,9.257997627,0.492026163,1.323979886,994.6278566,[[0;1;5.41092297592333][0;0;6.00987904042813][0.858972282857416;0.857347358135733;2.62406065077632][0.438633813528828;0.725930873846692;5.15177233752362][...]],0.186710535,10,1465145058,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 34",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:17.0,6135,5,5,16.73142712,0.57794054,3.072463063,987.1544272,[[0.863105255204516;0.85781454425448;2.6485339365751][0;0;6.03266033161436][1;0.504395553032397;5.04943977209525][...]],0.186980607,10,2012700488,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 34",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:16.3,6471,5,5,16.17874823,0.682193373,3.570043401,987.707106,[[0.863544517373305;0.851356379321822;2.85358171865591][0.855482593515589;0.864048219374669;2.65383360698512][...]],0.169142358,10,632293038,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 35",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:11.3,5784,5,5,20.20393105,0.898887339,7.360066084,983.6819232,[[0.185246276290218;0.894959602617338;4.06720664625227][0.859575761530224;0.859946136823118;2.69206270279539][...]],0.200508194,10,1236962643,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 34",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:17.5,6955,5,5,8.858208059,0.485333386,1.873113248,995.0276462,[[0.84995319920757;0.859030525518018;2.62972593487517][0;0;6.01220065027254][0;0.867777885966393;4.48426417929946][...]],0.153572498,10,2123162773,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 35",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:15.5,6135,5,5,9.789798966,0.579199354,3.104568183,994.0960553,[[0;0;6.02360560702142][0.85761655539051;0.861880307942039;2.63846687734316][1;0;5.02425287327513][0.279941937340418;0.920017417472701;4.10988185194918][...]],0.166908387,10,588518793,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 36",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:10.9,5784,5,5,21.76165202,0.883549852,6.388039156,982.1242023,[[0;0;6.11161686906393][0.914959318741431;0.363693663358277;4.27949672122962][0.858858612035652;0.859387535183327;2.72584208527867][...]],0.174632315,10,642396526,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 35",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:16.2,6471,5,5,17.18333799,0.635586494,2.696737939,986.7025163,[[0.886470460664691;0.746232196457933;4.68384665148456][0;0;6.02356340475198][0.852723028765897;0.856127275369254;2.64253465584276][...]],0.175637956,10,1301587935,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 35",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:17.4,6955,5,5,11.56828159,0.616763253,2.224485429,992.3175727,[[0.91876669198639;0.27847700227948;4.33832004358679][0.85141036240115;0.861672777203557;2.63470740671069][...]],0.180615821,10,1357767909,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 36",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:14.4,6135,5,5,14.70008074,0.531973682,3.66698504,989.1857735,[[0;0;6.03444365095593][0.860782098476251;0.860285027877005;2.64855816778412][0.860782098476251;0.811283270290894;2.73641236206843][...]],0.160716917,10,281138646,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 37",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:11.1,5784,5,5,11.76979078,0.791542295,6.397043696,992.1160635,[[0.858925320763501;0.860315324625231;2.67092578610133][0;0;6.05733839662137][0.322983720124883;1;5.22599311313756][...]],0.214142399,10,1630264968,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 36",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:15.5,6471,5,5,6.039449543,0.681406655,2.653789873,997.8464047,[[0;0.894554980605763;5.3230578087132][0.858131304247465;0.854455207589963;2.62334830838108][0;0;6.00813930677684][...]],0.178835307,10,1857027103,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 36",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:17.4,6955,5,5,9.437638407,0.565149794,2.367887263,994.4482159,[[0;0;6.02235472447807][0.862053932894002;0.85830693348297;2.63570626694339][0.902185037829098;0.855398636203376;2.917785054867][...]],0.153907663,10,2140981941,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 37",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:14.5,6135,5,5,8.799617297,0.621717912,3.652449236,995.086237,[[0;0;6.04185836790744][0.860495171903181;0.858411389861452;2.65663639327461][0.866012244164485;0.149551725056074;4.05789601447027][...]],0.199194303,10,1243438033,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 38",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:11.4,5784,5,5,25.73508487,0.948934491,7.156159409,978.1507694,[[0.849977425129837;0.858553167299307;2.780905121001][0.905471125224634;0.158193133509477;4.23790495876923][...]],0.198445381,10,589866334,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 37",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:15.9,6471,5,5,8.090408459,0.608524536,2.585107573,995.7954458,[[0;0;6.0160738908211][0.858664374974473;0.855923001266266;2.63029994999851][0.115567416213104;0.943991372451771;4.6470660268675][...]],0.177964965,10,232684620,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 37",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:17.6,6955,5,5,8.428197793,0.466190899,1.423561021,995.4576565,[[0;0.602898143712564;5.98485436812618][0.207359074368341;1;5.32417676714691][0.859204480601591;0.861995695584706;2.63735339525509][...]],0.148898841,10,1327953344,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 38",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:15.1,6135,5,5,9.588723201,0.533548199,2.551069998,994.2971311,[[0;0.241966934477343;5.60668024052042][0;0;6.03218795744813][0.856203428035908;0.856480458717802;2.64695310230216][...]],0.222444469,10,950757894,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 39",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:11.7,5784,5,5,23.91871059,0.885679693,7.197342204,979.9671437,[[0;0;6.17142348567798][0.342561686224282;0.880420969373051;4.18565680263054][0.861360027252198;0.857355841282346;2.78584285318147][...]],0.160447483,10,652616276,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 38",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:16.1,6471,5,5,12.90439959,0.695907089,3.172700762,990.9814547,[[0.858245717587144;0.854900301702334;2.66088014134461][0;0;6.05159641012224][1;0.175265994845656;4.98026691365477][...]],0.189800783,10,1268581687,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 38",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:17.2,6955,5,5,7.375058158,0.588027478,2.721839803,996.5107961,[[0;0;6.01637880907324][0.905371510528246;0;4.91722136531285][0.860019533859378;0.859601097543751;2.63040416805015][...]],0.108931443,10,1271003566,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 39",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:14.5,6135,5,5,11.31409986,0.621360545,2.467642458,992.5717544,[[0.857536234756845;0.857682842653333;2.63217966620519][0.677665621481395;0.933593790357843;3.78961004701389][...]],0.166995868,10,2010392444,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 40",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:11.0,5784,5,5,35.25861074,0.766653078,6.552855242,968.6272435,[[0.85281837887271;0.859502278469298;2.83322756232126][0;0;6.21736017752168][0.914338108363728;0.722194683879295;3.56058891979674][...]],0.199281982,10,435798338,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 39",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:16.2,6471,5,5,7.985111188,0.602579494,2.886275975,995.9007431,[[0.768755738444727;0.928123166220151;4.91033654707681][0;0;6.01148063967644][0.854778335536341;0.855989669153612;2.62630868112732][...]],0.190295785,10,1087075418,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 39",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:17.7,6955,5,5,10.33997233,0.474803337,1.538539216,993.545882,[[0;0.285384293348123;5.92984183163862][0.858660796123726;0.859315935016527;2.64452534003677][0;0;6.0297440698572][...]],0.194853786,10,2113878735,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 40",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:15.3,6135,5,5,13.77948516,0.577186143,3.487572843,990.1063691,[[0;0;6.02608205360818][0.859462812053308;0.859662290840383;2.64009368178467][0.721294357021667;0.869230183101916;3.49422221320464][...]],0.153116736,10,92845219,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 40",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:19.2,6471,5,5,13.88441956,0.540111314,1.89634236,990.0014347,[[0;0.980086956912788;5.43171290336231][0.862441590233106;0.85528789637417;2.6282571986167][0;0;6.01113240249717][...]],0.283174123,10,338226540,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 21",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,02:00.4,10982,10,8,4.056520542,0.722393638,1.702401052,999.8293337,[[0.861927011432717;0;4.33446792462922][0;0;6.00001218670626][0.859518084580003;0.859175160952674;2.61407097271205][...]],0.247212889,5,1784011708,10,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 40",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:22.5,6955,5,5,13.01620688,0.607965243,3.022791634,990.8696474,[[0.092002086452026;0.89203846164566;4.47146654957166][0;0;6.03580311488095][0.922644376354544;0.159987981308046;4.42938824568073][...]],0.145742875,10,1044058715,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 21",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:57.6,9026,10,9,6.389971961,0.814369862,2.239881616,997.4958823,[[0.910451236489062;0.757183329073021;3.50278941327802][0.860864119875379;0.859113363663318;2.61455367388395][...]],0.3672879,5,753225894,10,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 21",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:48.4,7015,10,10,8.693621298,0.723601192,2.59559727,995.192233,[[0.859993712403124;0.8602708293002;2.61429029387422][0;0;6.00023797713676][0.748120857941817;1;3.9050206100289][...]],0.341268166,5,978545816,10,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 21",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:42.5,5983,10,10,17.87898994,0.906010091,6.084703603,986.0068643,[[0.859439325212145;0.857995271653274;2.66650416554683][0;0;6.05013730840217][0.859439325212145;0.428997635826637;4.26690010487131][...]],0.259775467,5,2031378205,10,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 22",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:59.6,10982,10,8,3.466573326,0.668319816,1.365600196,1000.419281,[[0.887916109167999;0;4.34723033560992][0;0;6][0.859516738821691;0.859371713865425;2.61400929236165][0.791880204412084;0.971719510459703;3.24911600663596][...]],0.343546643,5,581433355,10,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 22",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:52.2,9026,10,9,5.678992195,0.756341833,1.651277723,998.2068621,[[0;0.901773042020099;5.24583768037837][0;0;6.00028330288828][0.859453709722678;0.859037529813103;2.61429733286142][...]],0.392507937,5,621842796,10,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 22",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:46.1,7015,10,10,6.72726256,0.869224777,2.883565816,997.1585917,[[0.859621398151873;0.858811093944604;2.61444740230508][0;0;6.00058389845125][0.130372188646981;0.92984924256394;4.26731353936625][...]],0.333603817,5,466154937,10,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 22",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:41.6,5983,10,10,11.29505154,0.739911277,5.508756982,992.5908027,[[0;0;6.04070411201831][0.858022393094305;0.860291575206046;2.65482388372544][0.201283382121963;1;4.64874940491002][...]],0.330243314,5,1326986155,10,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 23",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:58.4,10982,10,8,6.773477702,0.574311895,0.765849604,997.1123766,[[0.960412375426299;0.81392722528981;3.23937184617598][0;0.906405946200185;4.51302472960021][0.859304744082277;0.859167160616988;2.61401971251077][...]],0.313791631,5,1617122332,10,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 23",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:54.9,9026,10,9,6.36893302,0.942246396,1.617794273,997.5169213,[[0.299387096261318;0.902615403195355;4.69686828734881][0.908574331770698;0;4.41903994545698][0;0;6.00008970493807][...]],0.3309951,5,2107040938,10,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 23",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:48.2,7015,10,10,5.720026147,0.769277147,2.626484622,998.1658281,[[0.944970339243089;0.823152281688332;3.0991598690557][0;0;6.00169688092534][0.859211963500539;0.859020763692942;2.61571269369124][...]],0.337734461,5,1985285409,10,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 23",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:44.4,5983,10,10,19.34990153,1.037018535,5.277938931,984.5359527,[[0.860686110563642;0.858218962692981;2.65331939350254][0.816277754791469;1;3.48577533525718][0;0;6.03761909461418][...]],0.322401613,5,1572855352,10,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 24",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,02:04.1,10982,10,8,9.900324801,0.721799178,1.179149049,993.9855295,[[1;0.735051018063953;3.84907681415173][0;0;6.000003990152][0.85969182984361;0.859781282230072;2.6140217406599][...]],0.30885126,5,352918288,10,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 24",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:52.2,7015,10,10,7.50387816,0.849947121,2.852526195,996.3819761,[[0;0.672454528210959;5.34732704098444][0.760311201350419;0.947785643137286;3.2899762465255][0;0;6.00103606794314][...]],0.374097359,5,1219890252,10,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 24",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:58.1,9026,10,9,7.227166124,0.910514975,2.482955279,996.6586882,[[0.773203390413666;0.961604739068296;3.37937074900907][0.911620554725871;0;4.63310752008093][0;0;6.00000248353804][...]],0.216909263,5,350602831,10,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 24",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:46.5,5983,10,10,16.74722961,1.015578907,6.300289921,987.1386247,[[0;0;6.06961131474661][0.85977972473003;0.857710371249621;2.68373797183138][0.938969111086411;0;4.6215681947847][...]],0.294807813,5,265787346,10,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 25",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,02:04.2,10982,10,8,7.263444468,0.749791594,1.94152178,996.6224098,[[0;0;6.00003244258083][0.859463548475706;0.858717130663319;2.61406280258742][0;0.964123001197093;4.71638389210462][...]],0.331390354,5,210578660,10,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 25",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:51.3,7015,10,10,11.42895203,0.710096476,2.145798187,992.4569022,[[0.970147499953397;0.645340091026566;4.58092349042592][0.859950304174626;0.859538591363638;2.61413925872865][...]],0.335073966,5,2119539282,10,DTLZ7
