,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 34",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:00.2,5864,3,3,0.032966474,2.32809463,8.632331708,1324.676768,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.380601744654565;0.380601744654565;0.842783853625473][...]],1.474921724,16,323852648,32,DTLZ6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 36",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:05.4,6542,3,3,0.091306841,0.740606154,2.095378645,1324.69445,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.679222736917979;0.679222736917979;0.278052058628057][...]],0.452163161,16,1387071752,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 34",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.0,6258,3,3,0.018934819,2.162303398,7.478777502,1324.690997,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.549315810139443;0.549315810139442;0.6296858593471][...]],1.787102193,16,1805478016,32,DTLZ6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 36",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.6,6385,3,3,0.1122111,0.628473871,2.122906782,1324.656079,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.395748233864195;0.395748233864195;0.828713865448588][...]],0.394495946,16,780894713,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 35",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:00.5,5864,3,3,0.026989065,2.060419626,9.846633281,1324.682834,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.678532203042782;0.678532203042782;0.281403800379133][...]],1.030568871,16,408819298,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 35",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.9,6258,3,3,0.045800909,2.462925655,9.414220756,1324.665019,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.394925003149518;0.394925003149517;0.829498935366832][...]],1.85354003,16,1538922306,32,DTLZ6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 37",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.0,6542,3,3,0.061593338,1.021689624,2.161152647,1324.727894,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.226884534885171;0.226884534885171;0.947125554327344][...]],0.769244984,16,1819731575,32,DTLZ6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 37",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:06.1,6385,3,3,0.107619094,1.624280367,5.473424277,1324.652524,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.499682208131959;0.499682208131959;0.70755592129014][...]],1.040700802,16,1314770388,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 36",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.7,5864,3,3,0.014641014,2.241314521,7.307668487,1324.695742,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.476036587194246;0.476036587194246;0.739444612736418][...]],1.688238072,16,758169177,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 36",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.8,6258,3,3,0.021014657,1.824784338,5.926873408,1324.690778,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.58115463184342;0.58115463184342;0.56966532962247][...]],1.12614357,16,250464215,32,DTLZ6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 38",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.5,6542,3,3,0.040321697,0.825310131,1.728339743,1324.73205,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.515551010331946;0.515551010331946;0.68440800075059][...]],0.662550545,16,1004166891,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 37",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.6,5864,3,3,0.024851693,2.395761442,9.471960946,1324.686301,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.530031409879731;0.530031409879731;0.661916466845938][...]],1.444736626,16,883939691,32,DTLZ6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 38",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.5,6385,3,3,0.112252106,1.081784258,3.57764772,1324.64479,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.530818737974023;0.530818737974023;0.660653415060674][...]],0.798054071,16,1891915054,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 37",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.7,6258,3,3,0.03558318,2.066131796,8.901344229,1324.675746,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.466881016502282;0.466881016502282;0.751028782976785][...]],1.601756873,16,1660941089,32,DTLZ6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 39",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.3,6542,3,3,0.080492065,0.931834567,2.771387297,1324.687537,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.402694412429035;0.402694412429035;0.821994172970142][...]],0.582966561,16,2013337634,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 38",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.4,5864,3,3,0.041526273,2.358141782,9.116777181,1324.669211,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.648248382500723;0.648248382500723;0.399434686989491][...]],1.507733771,16,1918831240,32,DTLZ6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 39",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.2,6385,3,3,0.115469398,1.208947228,4.934810047,1324.67124,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.547032831734853;0.547032831734853;0.633648295198761][...]],0.939201114,16,346367950,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 38",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.1,6258,3,3,0.059885873,1.841447505,8.063268662,1324.64977,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.558279909097835;0.558279909097835;0.613715802465137][...]],1.213697285,16,1983413971,32,DTLZ6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 40",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:05.9,6542,3,3,0.083473006,0.741315824,1.763060606,1324.682131,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.28166547268207;0.28166547268207;0.917239948430928][...]],0.576130765,16,1113410881,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 39",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:56.3,5864,3,3,0.03069903,2.601238422,8.530755445,1324.679766,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.682366672922605;0.682366672922605;0.262204972052531][...]],2.185133976,16,1898998457,32,DTLZ6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 40",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:59.9,6385,3,3,0.117678311,1.391588014,4.144683884,1324.665568,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.621314152406188;0.621314152406188;0.477427950626648][...]],0.96673429,16,786279169,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 39",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:55.3,6258,3,3,0.020298596,2.26375,7.461033454,1324.690804,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.223238366003327;0.223238366003327;0.948856819487708][...]],1.223774017,16,1071430145,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 40",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:49.8,5864,3,3,0.035075459,1.981565076,9.667114089,1324.673839,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.683741394927815;0.683741394927815;0.254941973249464][...]],0.774224098,16,218826137,32,DTLZ6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 40",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:49.0,6258,3,3,0.030986065,1.988853715,7.724219654,1324.677345,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.445228208295735;0.445228208295735;0.776880740574472][...]],1.717298478,16,515720598,32,DTLZ6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 21",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:23.1,5784,5,5,14.9657089,0.81216434,7.481609973,988.9201454,[[0.803337505389196;0.876420498966343;2.84058081916641][0;0;6.0969339397216][0.902046709561183;0.759370480618178;3.13389138275694][...]],0.267374298,10,1134532524,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 21",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:26.4,6135,5,5,7.137842832,0.615948456,3.291896304,996.7480114,[[0.85375058070037;0.85772994302592;2.63658797894674][0;0.84659379254967;5.88115241739063][0;0;6.02123782184557][...]],0.199259894,10,884956822,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 21",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:27.7,6471,5,5,13.52943902,0.736763688,3.959220843,990.3564153,[[0.891766581785042;0.10929599135489;4.59887759436865][0.861030699648625;0.855598291141389;2.65585265359217][...]],0.252538327,10,742978341,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 21",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:29.0,6955,5,5,16.30533076,0.609271537,2.830196863,987.5805235,[[1;0.796143042803392;4.25700844302817][0.862526018078742;0.867593350786946;2.64600047587718][0.19599711558946;0.925540707731346;4.28199333398504][...]],0.133858708,10,1235280919,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 22",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:14.8,5784,5,5,13.50203781,0.839014848,6.9258948,990.3838165,[[0.872194050171347;0.853884510747296;2.6803386705802][0;0;6.10399669123185][0.873948995668194;0.137859381824345;4.12366156427461][...]],0.156421032,10,1054176616,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 22",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:18.5,6135,5,5,12.3500426,0.662644816,3.655704972,991.5358117,[[0.860584131678501;0.852719125792894;2.67525594572263][0;0.771099789520484;4.64559507642304][0;0;6.05901259015633][...]],0.175797159,10,1588298314,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 22",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:19.9,6471,5,5,10.408028,0.559965689,3.161504827,993.4778263,[[0;0;6.01220650045206][0.946557153218237;0.00872115376491741;4.97743807621804][0.714058087113665;0.93287488668135;3.77709877492905][...]],0.21079415,10,186885637,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 22",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:22.6,6955,5,5,8.471527797,0.581781381,1.974127857,995.4143265,[[0.93577937420846;0.830782601805675;3.19014521055269][0;0;6.01510925470474][0.80859471998724;0.89837751235775;3.12759000009516][...]],0.159200827,10,1008887656,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 23",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:18.3,5784,5,5,33.19198143,0.802829136,6.867405775,970.6938729,[[0;0.869371174862565;4.53512523917048][0;0;6.22435704457627][0.896699818469959;0.0874837118050331;4.43429974351056][...]],0.195378429,10,972493452,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 23",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:22.5,6135,5,5,10.79536857,0.632495146,3.474428288,993.0904857,[[0;0;6.03295301357747][0.859412746647285;0.856545074019973;2.6469479190353][0.250053843463301;0.939901042288105;4.17463553387281][...]],0.232262329,10,700273112,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 23",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:24.1,6471,5,5,9.588948972,0.605903871,2.717846882,994.2969053,[[0;0.875281798506245;4.76875925694728][0;0;6.02168062964984][0.860391849341674;0.856080940380051;2.63616075980265][...]],0.162528077,10,1027254381,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 23",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:24.7,6955,5,5,10.70862699,0.681176407,2.27696022,993.1772273,[[0.906610648414105;0.198853218333119;4.55287111389159][0.861130744056588;0.860556364950506;2.62676380070295][...]],0.109930738,10,1782069330,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 24",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:17.0,5784,5,5,19.73332757,1.085005822,6.178509397,984.1525267,[[0;0;6.06306167176951][0.826942296184102;0.90968731126702;2.81692769009699][0.860723014020252;0.764553427928302;2.99609165623925][...]],0.481662733,10,334616343,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 24",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:21.2,6135,5,5,13.41327403,0.520696398,2.942570577,990.4725802,[[0;0;6.01493304165598][0.857658842744845;0.859005586430053;2.62906720562893][1;0;5.84288929950699][0.838125281609539;0.890293513100411;3.11957115652331][...]],0.207383142,10,376989631,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 24",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:22.6,6471,5,5,14.46928292,0.826442539,3.48385408,989.4165714,[[0;0.903605012812494;4.81714119492371][0;0;6.02763227167969][0.859526525285207;0.860911881607905;2.64173143361269][...]],0.220076178,10,764238782,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 24",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:23.9,6955,5,5,10.09504124,0.624403939,3.030796916,993.790813,[[0.723579486633239;1;4.12893212704116][0.858760460052672;0.860674856585735;2.62494387338728][0;0.860674856585735;4.31792338824914][...]],0.19057213,10,666506774,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 25",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:17.4,5784,5,5,18.06297885,0.908910267,6.565437309,985.8228754,[[0;0;6.0540927205517][0.860091222827493;0.85870640705661;2.66812025127772][0.860091222827493;0.639669582041455;3.88243535472065][...]],0.238475748,10,775604263,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 25",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:20.5,6135,5,5,10.16909509,0.589534187,3.125906396,993.7167592,[[0.859184639710387;0.858374012223924;2.64104785198208][0;0;6.02679058337533][0;0.973585602001992;5.23935482902088][...]],0.172740256,10,116519276,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 25",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:22.3,6471,5,5,17.81416146,0.712109171,3.107094173,986.0716928,[[0.110997404396444;0.904139413222241;4.25947142526681][1;0.265303974013537;5.55961536281621][0;0;6.04417865029222][...]],0.219153297,10,293083311,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 25",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:23.9,6955,5,5,7.992940366,0.568038549,1.966817042,995.8929139,[[0.128978819945104;0.97074512503111;4.77092628143285][0;0;6.01139348461116][0.85974259927896;0.859524332649771;2.62540740710766][...]],0.184098856,10,982724330,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 26",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:16.1,5784,5,5,19.66042989,0.858665077,7.594903091,984.2254244,[[0.860138604313889;0.859010829415932;2.74842231234857][0;0;6.1343851383436][0;1;5.13438561700953][0.961734204682216;0.00930361583946733;4.82315751588185][...]],0.220126456,10,780435399,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 26",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:23.7,6135,5,5,10.06225092,0.577316025,3.581213359,993.8236034,[[0;0;6.01448590359743][0.857044466378588;0.859039313281356;2.63372776589741][0.865340752493301;0.308026127896551;3.94936768414898][...]],0.25239779,10,1795477826,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 26",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:24.9,6471,5,5,13.68396261,0.673351641,2.991095407,990.2018917,[[0;0.304921258968419;5.77205394943991][1;0.0369621384478183;5.99853915877847][0;0.924003815055815;4.57786293084124][...]],0.302638383,10,1259601793,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 26",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:26.6,6955,5,5,10.35863081,0.626562074,3.221020832,993.5272235,[[0.84290792560228;0.911849967568081;3.84889098443014][0;0;6.02063549409182][0.855628988963393;0.860239274644417;2.63539356759305][...]],0.171412001,10,154459548,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 27",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:21.8,5784,5,5,17.64145613,0.806948809,6.860848858,986.2443981,[[0;0;6.09994609330605][0.859556836217228;0.859090213375712;2.71395957431593][0.87549175721926;0;4.41716689546804][...]],0.215441377,10,1980428236,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 27",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:22.2,6135,5,5,12.9162495,0.626942548,2.734406393,990.9696048,[[0;0;6.00781978813083][0.856869619707789;0.856939444437663;2.6225044629996][0;0.909765456774173;4.41436359317094][...]],0.154995996,10,411780090,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 27",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:23.3,6471,5,5,10.78112179,0.706215506,3.601168424,993.1047325,[[0.858513531668128;0.856107907173281;2.62384200262379][0;0;6.00937654849223][0.882335221021798;0.178613140097939;4.75554060593012][...]],0.253131469,10,230530405,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 27",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:24.9,6955,5,5,11.31077825,0.608921644,2.707919633,992.575076,[[0;0.93530262315372;5.24529434622111][0.670903901202991;0.945500122986926;4.42727038242665][0.861167416616633;0.864999666896258;2.63362829854764][...]],0.144188253,10,2053230638,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 28",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:16.7,5784,5,5,11.95517242,0.835062922,6.606997157,991.9306819,[[0.858412836297371;0.858161008917054;2.62142855990781][0;0;6.00732105556592][0.159943968397127;1;4.68775997599504][...]],0.170133349,10,1526106335,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 28",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:20.9,6135,5,5,7.401502179,0.503229584,3.022455344,996.4843521,[[0;0.829660440875418;4.34881925812888][0;0;6.00758055999026][0.860736353147736;0.860012349921304;2.62168597733238][...]],0.222525415,10,1262949996,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 28",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:21.7,6471,5,5,5.479083952,0.653145225,2.385927545,998.4067703,[[0.178589152557611;0.92490038273711;4.5546074760205][0.858055617768807;0.858859615321322;2.62971521231584][...]],0.180957905,10,706774818,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 28",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:23.0,6955,5,5,13.57605542,0.644498441,2.352697274,990.3097989,[[0.858798654799441;0.861023386187389;2.63792245831768][0.11536832348279;0.872467606974206;4.5662006162875][...]],0.217902114,10,1931299995,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 29",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:16.7,5784,5,5,26.25955161,1.03060253,6.362379337,977.6263027,[[0.858709026873983;0.857748428957419;2.77282314416827][0;0;6.15868729724547][0.815953088706467;0.863079807690214;2.84525393449019][...]],0.259220901,10,1192202996,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 29",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:20.9,6135,5,5,14.22672529,0.4721007,2.749822012,989.659129,[[0;0;6.04219250772552][0.859212166308397;0.856511897356874;2.65652769217887][0.274696633421274;0.888207477453334;3.97839227766491][...]],0.204465657,10,101931723,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 29",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:21.7,6471,5,5,16.78963735,0.602782283,2.73259331,987.0962169,[[0;0;6.0300993834819][0.824764560188138;0.913820636143373;2.97119931044718][0.864531127738875;0.855031390558244;2.64562269553079][...]],0.128405109,10,1196519934,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 29",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:23.8,6955,5,5,13.53058578,0.597454768,2.198135701,990.3552685,[[0.879785877539927;0.144475934372788;5.44992066041991][0;0;6.03031068415999][0.852916361197131;0.855451622722743;2.64598981979258][...]],0.159989203,10,1960964535,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 30",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:17.5,5784,5,5,42.20131016,0.830817043,7.031418299,961.6845441,[[0;0.612415343021095;5.91271108627743][0.858605181985313;0.85744444458746;2.83964495340093][0;0;6.2247338447515][...]],0.2832786,10,13890498,20,DTLZ7
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 30",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,01:23.0,6135,5,5,18.78868724,0.471802279,2.628146436,985.097167,[[0.85717231481766;0.859772270805093;2.67599759651761][0;0.945989797431913;4.66516876680239][0;0;6.06177768190734][...]],0.191317278,10,1654506223,20,DTLZ7
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 30",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,01:24.9,6471,5,5,6.226412609,0.705482618,3.289484795,997.6594417,[[0.857896340167487;0.858994535376916;2.63374192502073][0;0;6.01709922588708][1;0;5.02790679118226][0.217833512146931;0.866685284944202;4.17267674240752][...]],0.326562022,10,992999357,20,DTLZ7
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 30",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,01:26.8,6955,5,5,8.304071918,0.665004164,2.149945395,995.5817824,[[0.82697953522678;0.86614354980347;2.94667669297993][0.858203386832351;0.858209906690526;2.63392921499369][...]],0.194577771,10,430174514,20,DTLZ7
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 31",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,01:19.1,5784,5,5,25.42892176,0.760087426,6.849434275,978.4569325,[[0;0;6.11356364834769][0.860390174888978;0.856712676096039;2.72759571325437][0.871378355516385;0.812943791410214;2.81900096230938][...]],0.219475334,10,546925992,20,DTLZ7
