,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 34",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.177408971,70,300033,02:22.4,6543,1,3,3,0.082018789,1324.602717,0.378310043,0.01371111,1324.520698,[[0.714626031127638;0.708003815577757;0][4.37582839595443E-17;4.33514767527268E-17;1.00598162006868][0.699249200495729;0.7387794687002;0.294436294589705][...]],0.053649714,16,70,[11;11;11],1008051803,32,0.069414064,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 35",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.290355507,70,300033,02:11.8,6543,1,3,3,0.04502437,1324.63896,0.390003052,0.004187343,1324.593936,[[0.707623193856153;0.711421705154613;0][4.34877063586873E-17;4.3410327134446E-17;1.0035259563026][4.33276435880415E-17;4.35576452710897E-17;1.003381895075][...]],0.043877744,16,70,[11;11;11],2120211867,32,0.180805252,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 36",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.30560439,70,300033,03:27.3,6543,1,3,3,0.043741572,1324.633884,0.407591174,0.004672532,1324.590143,[[4.35083799383442E-17;4.33217676133536E-17;1.00274390623236][0.71061473312271;0.70752695367856;0][0.707521630449701;0.710570135950747;0][...]],0.065304295,16,70,[11;11;11],1377813131,32,0.133483167,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 37",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.267250073,70,300033,01:56.6,6543,1,3,3,0.06919361,1324.655585,0.40649638,0.00216563,1324.586392,[[4.33092346724564E-17;4.34035655393348E-17;1.00138701934795][4.33127046845114E-17;4.34002123669538E-17;1.00138828602956][...]],0.068321317,16,70,[11;11;11],821002157,32,0.150019806,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 38",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.257569561,70,300033,02:03.4,6543,1,3,3,0.026658669,1324.634754,0.364904486,0.004577301,1324.608095,[[4.33302299319122E-17;4.3579354844772E-17;1.00366307965436][0.711727944689562;0.707659675602509;0][4.35796530342908E-17;4.33302654435938E-17;1.00366694202388][...]],0.049898391,16,70,[11;11;11],1966787031,32,0.116160208,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 39",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.246257305,70,300033,01:58.8,6543,1,3,3,0.068283427,1324.651469,0.381417992,0.003687845,1324.583186,[[4.34459544979637E-17;4.33143084063948E-17;1.00193569418137][4.33152159474682E-17;4.34535428267696E-17;1.00203392704539][...]],0.059125658,16,70,[11;11;11],1592452622,32,0.1659539,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 40",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.277337628,70,300033,02:00.8,6543,1,3,3,0.013942998,1324.641253,0.377284566,0.003697243,1324.62731,[[4.35159981974546E-17;4.33226768766567E-17;1.00284255397823][0.710591043754265;0.707524126116033;0][4.33221636344339E-17;4.35116977663448E-17;1.00278686790072][...]],0.05270002,16,70,[11;11;11],1721811532,32,0.168704637,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 41",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.227804963,70,300033,01:58.8,6543,1,3,3,0.062868884,1324.644931,0.393958812,0.003562767,1324.582062,[[4.33164524337406E-17;4.34638846333472E-17;1.00216780973365][0.709861684455034;0.707437004185658;0][4.33876104531325E-17;4.33931603552331E-17;1.00217137448528][...]],0.048470388,16,70,[11;11;11],1715265924,32,0.123115628,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 42",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.176272464,70,300033,02:04.2,6543,1,3,3,0.072503381,1324.62271,0.416402155,0.005568199,1324.550206,[[4.35739245146599E-17;4.33295831680801E-17;1.00359274292822][0.708211762745566;0.716385374057692;0][0.712451189489765;0.709434427386439;0][...]],0.066243273,16,70,[11;11;11],491176958,32,0.072671719,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 43",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.214338483,70,300033,01:55.9,6543,1,3,3,0.042669214,1324.64553,0.394659222,0.003698167,1324.602861,[[4.33155635321395E-17;4.34564496254838E-17;1.00207155718067][4.34516913942433E-17;4.33149945425226E-17;1.00200995946981][...]],0.053200008,16,70,[11;11;11],257266730,32,0.114361557,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 44",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.201684934,70,300033,02:25.8,6543,1,3,3,0.056501012,1324.632963,0.369235404,0.003183547,1324.576462,[[4.33587872519309E-17;4.34488434051203E-17;1.0024820977925][0.710080853353507;0.707463197263945;0][0.708015616678612;0.71134849499716;0][...]],0.046942091,16,70,[11;11;11],1154750411,32,0.095223323,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 45",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.223548621,70,300033,04:06.0,6543,1,3,3,0.088713341,1324.652776,0.407033376,0.0028158,1324.564063,[[4.33155978177968E-17;4.34567363662823E-17;1.0020752692271][4.33482645353292E-17;4.34324667193683E-17;1.00217138740764][...]],0.051186411,16,70,[11;11;11],618121929,32,0.087761546,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 46",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.343242992,70,300033,04:18.9,6543,1,3,3,0.077717261,1324.627982,0.377220123,0.005648665,1324.550265,[[4.36630698501638E-17;4.33401860664315E-17;1.00474761877708][0.707816604679671;0.713047400563431;0][4.3339512974143E-17;4.36574030134009E-17;1.00467419142622][...]],0.046308069,16,70,[11;11;11],991352930,32,0.188059751,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 47",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.274268818,70,300033,02:08.9,6543,1,3,3,0.022307224,1324.643588,0.357486226,0.003801105,1324.621281,[[4.35274333290454E-17;4.33240412709875E-17;1.0029906321366][4.33233701882364E-17;4.3521808380404E-17;1.00291779145294][...]],0.031895032,16,70,[11;11;11],1359997498,32,0.194724059,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 48",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.335020306,70,300033,02:06.6,6543,1,3,3,0.131232322,1324.634297,0.416683298,0.007012136,1324.503065,[[0.711904748591928;0.707680727750942;0][4.33315254892418E-17;4.35902354443023E-17;1.00380401648023][4.35905481472837E-17;4.33315627161049E-17;1.00380806703477][...]],0.068125178,16,70,[11;11;11],580352692,32,0.254365101,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 49",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.277763977,70,300033,02:07.0,6543,1,3,3,0.105672448,1324.632219,0.407058848,0.00884287,1324.526546,[[4.33258168677384E-17;4.35423211916822E-17;1.00318343239943][0.711314584413836;0.707655418849505;0.01086587821983][...]],0.059134008,16,70,[11;11;11],325505891,32,0.205197582,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 50",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.362419958,70,300033,02:00.6,6543,1,3,3,0.095470626,1324.630089,0.372496451,0.005898859,1324.534619,[[0.708960745011358;0.710914043173896;0][4.33333621969418E-17;4.36056674667925E-17;1.00400391974948][0.707709153536581;0.712143578322488;0][...]],0.059657937,16,70,[11;11;11],1065980368,32,0.26781617,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 1",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.550873621,70,300033,03:42.3,6386,3,3,3,0.071837078,1324.654334,0.392533779,0.003624244,1324.582497,[[0.709432671506978;0.707385699183662;0][4.3438815407351E-17;4.33134543873075E-17;1.00184327985369][4.33134583731706E-17;4.34388487229212E-17;1.00184371111132][...]],0.055452532,16,70,[11;11;11],729977359,32,0.62493979,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 2",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.254362786,70,300033,03:56.6,6386,3,3,3,0.085543705,1324.644805,0.410746428,0.003279557,1324.559261,[[4.3317993299982E-17;4.34767771276965E-17;1.00233472168631][0.709481575944007;0.708037833178065;0][4.34417863349556E-17;4.33533830478828E-17;1.0023381715706][...]],0.054932944,16,70,[11;11;11],1690742392,32,0.111737491,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 3",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.375789954,70,300033,02:28.5,6386,3,3,3,0.04848097,1324.642821,0.414985378,0.00297239,1324.59434,[[4.34555552745105E-17;4.33154565923422E-17;1.00205997925515][0.709721626752475;0.70742025974219;0][4.33683805909257E-17;4.34034508410221E-17;1.00206821957657][...]],0.051227418,16,70,[11;11;11],2003487052,32,0.2341728,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 4",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.352344193,70,300033,01:57.8,6386,3,3,3,0.093389653,1324.656716,0.360902747,0.004785234,1324.563326,[[4.34412390331179E-17;4.33137443377088E-17;1.0018746529521][4.3340642546359E-17;4.34159667745714E-17;1.00189272567313][...]],0.051080171,16,70,[11;11;11],827284524,32,0.185791077,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 5",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.302919963,70,300033,02:02.7,6386,3,3,3,0.052947833,1324.649093,0.410949783,0.00334394,1324.596145,[[0.710016565617301;0.707455515367594;0][4.34736448510949E-17;4.33176190008446E-17;1.00229416896208][0.70745381567345;0.710002342448891;0][...]],0.055725061,16,70,[11;11;11],646896814,32,0.174315957,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 6",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.47349559,70,300033,04:02.6,6386,3,3,3,0.06300107,1324.668603,0.368647744,0.002126919,1324.605602,[[0.708910229147092;0.707323161580632;0][4.33096960583268E-17;4.34074178012692E-17;1.0014368780296][4.34079022879437E-17;4.33097540812398E-17;1.00144314865732][...]],0.044950476,16,70,[11;11;11],1297443594,32,0.897791426,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 7",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.517878516,70,300033,02:56.1,6386,3,3,3,0.027604986,1324.661041,0.399721801,0.002135666,1324.633436,[[4.3305166904585E-17;4.3369623391837E-17;1.00094775324859][0.707241333976083;0.708227461312848;0][4.33296446323088E-17;4.33469358869625E-17;1.00096817044111][...]],0.05872655,16,70,[11;11;11],2037295194,32,1.740925257,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 8",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.337116646,70,300033,02:36.9,6386,3,3,3,0.052472974,1324.667612,0.377232207,0.002040297,1324.615139,[[4.33581045047311E-17;4.33037854069266E-17;1.00079869540252][0.707219098086523;0.70804208668123;0][0.708041798364441;0.707219063496179;0][...]],0.055429142,16,70,[11;11;11],1881415416,32,0.244991855,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 9",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.390641282,70,300033,02:54.8,6386,3,3,3,0.060818308,1324.642243,0.404188733,0.003836374,1324.581424,[[0.710883489866927;0.707559023095294;0][4.33433680520791E-17;4.35119302674721E-17;1.0030339282636][0.707551298484012;0.710818740790869;0][...]],0.057725383,16,70,[11;11;11],798698935,32,0.1921289,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 10",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.264009511,70,300033,04:09.1,6386,3,3,3,0.069860041,1324.662669,0.3846476,0.005267835,1324.592809,[[4.33136453551106E-17;4.34404116397661E-17;1.00186394255871][0.715468098252925;0.701414876114539;0.147869369931665][...]],0.050143593,16,70,[11;11;11],1506587467,32,0.14777623,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.351992622,70,300033,04:04.7,6386,3,3,3,0.079822613,1324.662833,0.402436483,0.002941724,1324.58301,[[0.709312610811075;0.70771035486639;0][4.34482227578537E-17;4.33145797069745E-17;1.00196505703978][4.33951939083979E-17;4.33722790817667E-17;1.00201784003251][...]],0.065117676,16,70,[11;11;11],1124396919,32,0.219014495,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.385709972,70,300033,01:56.8,6386,3,3,3,0.05608637,1324.651137,0.394148603,0.00270047,1324.595051,[[0.707424143352509;0.709754107437341;0][0.70974349282301;0.707422874225213;0][4.3457781466005E-17;4.33157227778695E-17;1.00208879876398][...]],0.0638057,16,70,[11;11;11],1362059862,32,0.81756279,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.386929017,70,300033,03:01.4,6386,3,3,3,0.048095681,1324.660849,0.402656241,0.002818119,1324.612753,[[4.33606339230012E-17;4.33345661899904E-17;1.00118322064992][4.33833961110029E-17;4.33070633726311E-17;1.00112881722263][...]],0.060717659,16,70,[11;11;11],1561179556,32,0.193833366,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.553850397,70,300033,03:00.1,6386,3,3,3,0.061152551,1324.644854,0.39374188,0.003977871,1324.583702,[[0.707567558578781;0.71095504557443;0][4.33246190417829E-17;4.35322769744646E-17;1.00305335673779][0.710817636638952;0.707551166749218;0][...]],0.054432768,16,70,[11;11;11],1484694520,32,0.957179351,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.224280287,70,300033,03:50.2,6386,3,3,3,0.076870183,1324.634661,0.371838392,0.002847458,1324.55779,[[4.33172607683248E-17;4.34706473262891E-17;1.00225536136206][0.710001322224416;0.707453693752935;0][0.707806076130082;0.709610240441433;0][...]],0.050994098,16,70,[11;11;11],559977035,32,0.111694491,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.298586811,70,300033,03:37.2,6386,3,3,3,0.081184619,1324.642549,0.415290037,0.004047936,1324.561365,[[0.707577414296891;0.711037681978004;0][4.35372839392828E-17;4.33252161979165E-17;1.00311819772546][4.35304258867416E-17;4.3346308556005E-17;1.00328184344287][...]],0.063711329,16,70,[11;11;11],1403783094,32,0.178193788,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.324809509,70,300033,01:54.9,6386,3,3,3,0.061201403,1324.665724,0.388392967,0.002877449,1324.604523,[[4.33112787502029E-17;4.34206359026296E-17;1.00160796249992][0.707350068680498;0.709134945483394;0][0.709136428935824;0.707350246266013;0][...]],0.044670579,16,70,[11;11;11],8110861,32,0.176453134,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.315584434,70,300033,02:02.2,6386,3,3,3,0.153843062,1324.671962,0.389118738,0.00292785,1324.518119,[[4.33112962226861E-17;4.3420781858717E-17;1.00160985169438][0.707754947760823;0.708712207642208;0][4.34208062311734E-17;4.33112991403181E-17;1.00161016716137][...]],0.07183335,16,70,[11;11;11],1612976525,32,0.20391127,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 19",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.253572368,70,300033,02:28.6,6386,3,3,3,0.036179839,1324.659032,0.377818333,0.003096432,1324.622852,[[4.34179059214393E-17;4.33919404570835E-17;1.00250719102145][0.709638466787525;0.708119211726269;0][4.33195681645906E-17;4.3489959703587E-17;1.00250539907323][...]],0.044929923,16,70,[11;11;11],1129232950,32,0.157091913,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 20",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.302926686,70,300033,02:04.4,6386,3,3,3,0.096854722,1324.651284,0.396546808,0.00281737,1324.554429,[[4.34516092611425E-17;4.33149847202639E-17;1.00200889622673][0.70741075747104;0.709642163140716;0][4.33875456043488E-17;4.33806250821936E-17;1.00202586549141][...]],0.053148879,16,70,[11;11;11],1532804053,32,0.162982591,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 21",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.287436682,70,300033,02:21.5,6386,3,3,3,0.081238132,1324.643102,0.386353994,0.003802257,1324.561863,[[4.35306667097594E-17;4.33244269726496E-17;1.00303250386166][4.33243865209576E-17;4.35303275826108E-17;1.00302811219504][...]],0.050454847,16,70,[11;11;11],1998001705,32,0.123294216,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 22",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.594231161,70,300033,02:54.7,6386,3,3,3,0.045604375,1324.647749,0.339922373,0.003672177,1324.602144,[[4.33162302124407E-17;4.34620257462878E-17;1.00214374454759][4.34681287934622E-17;4.33169597527372E-17;1.00222275545545][...]],0.08232086,16,70,[11;11;11],559822182,32,1.40371939,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 23",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.294628825,70,300033,02:02.3,6386,3,3,3,0.029253593,1324.646943,0.402284423,0.003506928,1324.61769,[[4.33150395718761E-17;4.34520679296453E-17;1.00201483386351][0.707428357392043;0.709681592896682;0.00599737086344441][...]],0.059987231,16,70,[11;11;11],1308089308,32,0.12787867,DTLZ5
