,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.6,6385,3,3,1.386671221,0.26277186,2.936200941,116.131904,[[0.999931589889095;0.129400993911828][0.280775318815369;0.993168877726964][0.903092906834563;0.302156590319566][...]],0.060190586,16,959166885,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 12",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.6,5864,3,3,0.870745973,0.187978676,2.332908084,116.6478292,[[0.999999989884708;0.0803132744181259][0.280775319338563;0.965230678523616][0.640101424008608;0.647380170483549][...]],0.044423159,16,1123754454,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.7,6542,3,3,2.649504185,0.255086229,2.757501312,114.869071,[[0.280775318815369;1.06296176742482][1;0.249241176661576][0.926382071413019;0.374610582227831][0.850352626876897;0.494050553525327][...]],0.031576392,16,1218588056,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 12",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.3,6258,3,3,2.698469067,0.337333234,3.564817506,114.8201061,[[0.999999999990935;0.254118797720279][0.28077531881537;1.0669190619338][0.805123645364626;0.566017450599195][...]],0.027542857,16,1281430960,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 13",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.6,5864,3,3,1.601621189,0.432552546,3.063689836,115.916954,[[0.999986378934667;0.149716083623497][0.28077531881537;1.00462311262673][0.891109521462484;0.34107421614634][...]],0.058736854,16,1427205793,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.9,6385,3,3,1.486730363,0.200157474,3.652117137,116.0318448,[[0.28077531881537;0.998380635370989][0.99999998733028;0.13900293153312][0.896566402661982;0.322135818109429][...]],0.027806914,16,1518493254,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.8,6542,3,3,1.950190705,0.377404041,2.005244744,115.5683845,[[1;0.18308945584605][0.280775318815369;1.02377869086493][0.798600215552213;0.513680893057105][0.932769441917625;0.301678545345697][...]],0.093157663,16,939347093,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 13",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.5,6258,3,3,2.129404315,0.326038828,3.78789902,115.3891709,[[0.28077531881537;1.03371539770018][0.999998545915625;0.200191883768373][0.952426053663272;0.284249502558188][...]],0.041453955,16,2077208692,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 14",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.8,5864,3,3,1.124435993,0.454233927,3.081413512,116.3941392,[[0.280775318815369;0.978843335887211][0.999999983264038;0.104569881514637][0.567766409582245;0.747722124791567][...]],0.051473487,16,1066734594,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.3,6385,3,3,1.167249395,0.258636113,3.817784805,116.3513258,[[0.280775318815369;0.981119341800205][0.999960311793802;0.108720120549233][0.685102930266284;0.611631162487739][...]],0.040489955,16,516846427,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.9,6542,3,3,3.769109936,0.224462017,2.529447829,113.7494653,[[0.280775318815369;1.12742365288807][0.999999999146161;0.355591682816197][0.718141003341164;0.761359367621946][...]],0.019766695,16,376041101,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 14",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.6,6258,3,3,1.497749468,0.382499735,3.576601745,116.0208257,[[0.28077531881537;0.998963089911969][0.999999999996596;0.140024180747226][0.648374212718862;0.680523783964714][...]],0.052098171,16,2129431162,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 15",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.8,5864,3,3,0.57190442,0.585317369,1.699927398,116.9466708,[[0.280775318815369;0.949603855239518][1;0.0519916138891385][0.739530752114838;0.493647099592996][0.642253640027947;0.62494214907909][...]],0.10244382,16,1865774601,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.7,6385,3,3,1.671519227,0.154617536,2.517112648,115.847056,[[0.999990514580875;0.156658160456181][0.280775318815369;1.00873088919236][0.937284775743506;0.269419853443635][...]],0.048630292,16,348095533,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 14",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.3,6542,3,3,1.926383979,0.303840925,2.601908231,115.5921912,[[0.999999957397972;0.180878339539351][0.280775318815369;1.02249394769175][0.457890146500979;0.902991099591808][...]],0.02038041,16,1325082785,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 15",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.0,6258,3,3,1.633776385,0.367380049,3.361980005,115.8847988,[[1;0.151562496504902][0.28077531881537;1.04169609596453][0.710765945679358;0.612954586722525][0.419031864776285;0.916228890938668][...]],0.045216882,16,336452716,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 16",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.3,5864,3,3,1.640071504,0.461023745,2.947391391,115.8785037,[[0.280775318816301;1.00678239059161][0.999999999997919;0.153683495530128][0.73778860335928;0.575682073621843][...]],0.084703975,16,1635644022,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.9,6385,3,3,1.333107819,0.232007586,3.433164258,116.1854674,[[1;0.124478427540698][0.280775318815369;0.990093783650397][0.588662557429942;0.738548285406051][0.651137328680527;0.665763603799004][...]],0.028298008,16,1241722037,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 15",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.5,6542,3,3,1.964919105,0.195795,3.051526717,115.5536561,[[1;0.18443950731985][0.280775318815369;1.02456554021501][0.640935284897792;0.721806119983893][0.71627282031425;0.628552293911345][...]],0.02462739,16,224487353,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 16",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.2,6258,3,3,1.409242966,0.136621236,3.356926009,116.1093322,[[0.280775318815369;0.994451710496297][0.999886158041814;0.131703779730848][0.96177226583465;0.201716101677573][...]],0.10821353,16,584437072,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 17",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.5,5864,3,3,0.690379964,0.157478889,2.708589703,116.8281952,[[0.280775318815706;0.965183036045248][0.999499913649191;0.0629703879267675][0.571008426170973;0.735117834203089][...]],0.045737192,16,1961367687,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.9,6385,3,3,1.193072915,0.234169601,2.790391892,116.3255023,[[0.999999749711564;0.110999337129831][0.280775318815369;0.982449809038511][0.372039209001344;0.926115861776125][...]],0.036298741,16,146458386,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 16",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.2,6542,3,3,0.913113677,0.291941789,2.382199218,116.6054615,[[0.999928919141279;0.0838132984585084][0.280775318815369;0.973116764547065][0.612227742116396;0.686599797609235][...]],0.034634066,16,722658622,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 18",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.9,5864,3,3,3.536467984,0.203718783,2.632846492,113.9821072,[[0.280775318839537;1.11330630532718][0.999876043762289;0.333571959759749][0.935782506321596;0.438687297188626][...]],0.095203251,16,69614241,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 17",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.9,6258,3,3,1.716586803,0.391749034,3.154881998,115.8019884,[[0.28077531881537;1.01095046313791][1;0.160904333320133][0.6056749526078;0.745357801216144][0.699164734705151;0.632714042380658][...]],0.031298562,16,1281594713,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.4,6385,3,3,1.37240772,0.220516426,3.986594331,116.1461675,[[0.280775318815369;0.992251028832037][0.999999999290472;0.128132954909264][0.966043779205865;0.190815356777749][...]],0.01934185,16,627422714,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 17",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.1,6542,3,3,0.687077993,0.225554841,2.934736788,116.8314972,[[0.280775318815369;0.957124283410753][0.999999999998973;0.0628735252577843][0.467342870704691;0.822062229942168][...]],0.037469693,16,1474150580,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 19",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.5,5864,3,3,0.945358646,0.465771561,2.931852952,116.5732166,[[0.28077531881537;0.969256537401069][1;0.0875326429408387][0.541360567612879;0.764204184828169][0.910493500246684;0.251222904981074][...]],0.089768517,16,1017633875,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 18",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.4,6258,3,3,0.727234388,0.418016961,3.077104887,116.7913408,[[0.999999999998674;0.0668406500850783][0.28077531881537;0.957722212878663][0.809869118354278;0.399642017106658][...]],0.036906145,16,370619685,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.6,6385,3,3,2.353213447,0.248993155,3.730283223,115.1653618,[[0.280775318815369;1.04593785746039][0.999999957483794;0.221384658687035][0.662187272135589;0.724375566647237][...]],0.022218636,16,829937898,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 18",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.2,6542,3,3,2.249895533,0.41131148,1.696162111,115.2686797,[[0.999997432392349;0.211221614778848][0.280775318815369;1.04026918712715][0.744590418268481;0.612286525531937][...]],0.062297226,16,1361048548,32,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 20",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.5,5864,3,3,1.711171148,0.486343254,2.871533649,115.807404,[[0.999999287956652;0.160443322248232][0.280775318815378;1.0105462900621][0.543062612483017;0.811201382750785][...]],0.07609639,16,1688958829,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 19",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.6,6258,3,3,1.662401305,0.190702003,3.308549335,115.8561739,[[0.28077531881537;1.00792199099861][0.999999813386451;0.15565873199784][0.55377593620934;0.797139929404373][...]],0.047953516,16,349919151,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 19",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.8,6385,3,3,1.837295624,0.268195003,3.240933748,115.6812796,[[0.999954506547763;0.172379221612127][0.280775318815369;1.01747372877381][0.796053710474744;0.508533077392849][...]],0.030301809,16,1666485376,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.6,6542,3,3,2.138341199,0.230885156,2.506525711,115.380234,[[0.280775318815369;1.03420981768345][0.999999999660402;0.200972861521879][0.882013561026097;0.401831574211958][...]],0.024218419,16,1883630569,32,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 20",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.6,6258,3,3,0.767586206,0.484367801,2.719737665,116.750989,[[0.999500114780758;0.0700751914699221][0.28077531881537;0.961869983083628][0.530121902103703;0.768923022560417][...]],0.073753873,16,2078306502,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.5,6955,5,5,2.108550023,0.336045873,3.283464351,115.4100252,[[1;0.196739154023724][0.280775318815369;1.03173587289795][0.90466072716485;0.361341757029733][0.826399284554534;0.484145070695508][...]],0.040812446,10,1804448967,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 20",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.2,6385,3,3,0.570973276,0.23796774,3.303500692,116.9476019,[[0.280775318815369;0.95077404917497][0.999999994630833;0.0518448212624923][0.895696485837312;0.246462085870349][...]],0.027171861,16,144958363,32,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.8,6542,3,3,2.055012451,0.228457463,2.81453399,115.4635627,[[0.280775318815369;1.02940776772326][0.999999104175177;0.192502980714758][0.590823262405363;0.786265681134928][...]],0.028713803,16,827417470,32,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.5,6471,5,5,2.413948169,0.446005082,3.496706963,115.104627,[[0.280775318815369;1.0496798728415][0.999986111521936;0.225886400825312][0.891926541353621;0.410807508364278][...]],0.361674193,10,2032277802,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.2,6955,5,5,2.035216359,0.307092537,3.297920175,115.4833588,[[0.280775318815369;1.02829310447569][0.999996518855277;0.189756974068906][0.432876379104364;0.928663467683439][...]],0.03699081,10,512273589,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.5,6135,5,5,4.526767673,0.279432168,4.247413856,112.9918075,[[1;0.42590606034654][0.280775318815369;1.1748967439158][0.573145209654812;0.976745896746861][0.904660728191471;0.575356429156134][...]],0.054487149,10,1341587948,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.1,5784,5,5,4.824907379,0.326317695,5.323647002,112.6936678,[[0.280775318815386;1.24685748998543][0.995028593111403;0.453417998477516][0.693599565496278;0.8734844953824][...]],0.054480109,10,609079672,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:46.9,6471,5,5,3.63193213,0.306086113,3.53680275,113.8866431,[[0.99733825070004;0.341486834044538][0.280775318815369;1.12452988433275][0.929416621657527;0.465318435545386][...]],0.042510284,10,659802570,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:47.6,6955,5,5,1.608434242,0.306045146,2.690532368,115.910141,[[0.999999992267162;0.149238312173884][0.280775318815369;1.00422800952785][0.614786854518459;0.72658898021473][...]],0.046401996,10,1673366302,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.0,6135,5,5,3.174500192,0.292400423,4.296471729,114.344075,[[1;0.29791302143132][0.280775318815369;1.09202804413468][0.477470008333168;0.963472279933455][0.759660360252927;0.662536400429541][...]],0.043068961,10,1316850863,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.7,5784,5,5,8.031251019,0.348305833,4.759252906,109.4873242,[[0.280775318815375;1.2575389713344][0.849763754682115;0.769249235231906][0.588485545379964;1.05449944086132][...]],0.084177804,10,696571849,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.2,6471,5,5,1.611129967,0.440791706,3.588681369,115.9074452,[[0.999999999999994;0.149736581845771][0.280775318815369;1.00451381735681][0.383029226926043;0.941529044034213][...]],0.045312823,10,522195038,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:47.5,6955,5,5,0.916137419,0.338611106,2.355247973,116.6024378,[[0.999990253157907;0.0832239629724378][0.280775318815369;0.97299272805682][0.789695527745385;0.454517345789658][...]],0.049028035,10,1215830842,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.5,6135,5,5,3.330474367,0.29333577,4.226635576,114.1881008,[[0.280775318815369;1.10109881972272][1;0.312809193002387][0.920191047161764;0.443951956948121][0.766637503393092;0.665607739941179][...]],0.056080541,10,1267368956,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.7,5784,5,5,6.86864283,0.356162164,5.165928144,110.6499324,[[0.280775318815954;1.31755875449692][0.999999998135735;0.647581427995338][0.574142607871729;1.13514811721787][...]],0.057079275,10,1922861168,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.2,6471,5,5,0.630666955,0.387433474,3.462915991,116.8879082,[[0.280775318815369;0.951773923175583][1;0.0560722053434973][0.505922708122949;0.779547361725083][0.66789625782758;0.594675151420504][...]],0.048542601,10,1303759799,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:47.8,6955,5,5,1.499219523,0.297336405,3.212544477,116.0193557,[[0.280775318815369;0.998340905218175][1;0.138955576327598][0.412422802643085;0.913576211989923][0.890522674352696;0.33273631649127][...]],0.042172622,10,1901153437,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.6,6135,5,5,1.777636605,0.274650307,4.667998591,115.7409386,[[1;0.165187948253808][0.280775318815369;1.01340652040801][0.68425694899825;0.654869112743662][0.830316344122069;0.4511678223433][...]],0.045762414,10,2109531531,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.5,5784,5,5,0.057263378,0.358323852,4.948617311,117.4613118,[[0.999999546981543;0.00183356659765294][0.280775318815371;0.922154899607919][0.793642097461279;0.371629054532742][...]],0.069319366,10,330744269,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.0,6471,5,5,1.42871212,0.491782269,3.740479467,116.0898631,[[0.280775318815369;0.994532271114478][0.999999934712087;0.132287202182097][0.605597749438014;0.725034848752552][...]],0.148084567,10,812708499,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.3,6955,5,5,2.050628352,0.341354562,3.250659959,115.4679468,[[0.999999123176123;0.191309320217872][0.280775318815369;1.02836500822726][0.556028355153057;0.824903345871914][...]],0.07127429,10,495929434,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.6,5784,5,5,22.5717796,0.314242402,5.046380414,94.9467956,[[1;2.12617692673191][0.28077531881538;2.49134275864667][0.751081636458991;2.29896586373283][0.908742043817143;2.1952280233262][...]],0.047347199,10,1211816719,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.8,6135,5,5,0.864305378,0.312253467,4.316060563,116.6542698,[[0.280775318815369;0.964077837837013][1;0.0782471185534266][0.460406900624989;0.836045058724271][0.783100694796871;0.450165689923619][...]],0.057431997,10,1989643388,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.3,6471,5,5,3.826117497,0.499010051,2.923092646,113.6924577,[[0.280775318815369;1.12999029578563][0.99999689060252;0.359735039752291][0.383992870905449;1.07403601053477][...]],0.031821782,10,891070540,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:47.9,6955,5,5,3.481573594,0.405622933,2.897747416,114.0370016,[[0.280775318815369;1.10995955751313][0.999999998913328;0.327417575820464][0.740089639523015;0.712294624736448][...]],0.117424787,10,2100538860,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.7,5784,5,5,10.99561341,0.320528055,5.355836135,106.5229618,[[1;1.03781558230934][0.28077531881537;1.59761596343369][0.913407201958628;1.13850522464505][0.695540346667638;1.351529341751][...]],0.081253798,10,2069196865,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.7,6135,5,5,0.226933944,0.459785788,3.74757826,117.2916413,[[1;0.0176265723981216][0.280775318815369;0.930709074623998][0.906271943784096;0.194729995123332][0.438686312611191;0.818095046573554][...]],0.085719376,10,1706589007,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.4,6471,5,5,1.83628588,0.540262667,3.050874047,115.6822893,[[1;0.170804382024356][0.280775318815369;1.01669540547301][0.873692610871138;0.38813110836287][0.579188399471606;0.781062666356314][...]],0.26927699,10,236796696,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.9,5784,5,5,4.301271711,0.460572628,4.419811028,113.2173035,[[0.280775318815369;1.15824945333579][1;0.40487810153621][0.580756256681382;0.94688525414521][0.834644177523429;0.652987086150796][...]],0.087330285,10,834565919,20,ZDT6
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.2,6955,5,5,3.055638836,0.300340132,2.880594522,114.4629364,[[1;0.286777041898648][0.280775318815369;1.08528211212212][0.929847393213288;0.404142514365576][0.829791276461501;0.556751071738825][...]],0.04403022,10,1303281526,20,ZDT6
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.1,6135,5,5,7.059110401,0.332235346,4.301813982,110.4594648,[[0.280775318815369;1.33025681798783][1;0.666158395004628][0.601003429290999;1.12668671468841][0.423448728632648;1.25782176061811][...]],0.039562325,10,1779512011,20,ZDT6
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:46.9,6471,5,5,2.927180149,0.415538469,3.43263896,114.591395,[[0.280775318815369;1.07894580732444][0.999994883285918;0.274358961198464][0.533465387041095;0.89979925126348][...]],0.098668907,10,199289225,20,ZDT6
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.5,5784,5,5,2.470951525,0.408102147,4.651599236,115.0476237,[[0.280775318815501;1.05191680931168][0.999999996465052;0.231037558213288][0.885935041004296;0.422736945716502][...]],0.083479706,10,611948611,20,ZDT6
