,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.0,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,BestKnownFront,Bounds,Crowding,DominateOnEqualQualities,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.0,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TestFunction,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
ALPS with NSGA2 Run 40,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.332841023,TRUE,[[0;1]],50,180045,00:13.9,0.713237135,900,128.7184564,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.059659718,Population Age Distribution,128.7781161,0.332841023,0.713237135,128.7184564,ItemArray<IScope>,[[0.852088377582537;-0.77090708434118][0;1.00451665982175][0.652410211000556;-0.455565359454943][0.618423249698024;-0.121937367486351][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.245690129,7,50,TRUE,653012255,,2,200,0.245690129,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 42,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.357256034,TRUE,[[0;1]],50,180045,00:12.9,0.727670848,900,120.5730452,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.09362143,Population Age Distribution,120.6666667,0.357256034,0.727670848,120.5730452,ItemArray<IScope>,[[1;0.00338607364005943][0;1.00677341907497][0.510213041709789;0.290076805569533][0.784522715982935;0.126087203486094][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.093189133,7,50,TRUE,1378073880,,2,200,0.093189133,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 41,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.373008348,TRUE,[[0;1]],50,180045,00:13.3,1.073723514,900,120.2170669,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.116266481,Population Age Distribution,120.3333333,0.373008348,1.073723514,120.2170669,ItemArray<IScope>,[[0;1.00312377452614][1;0.00667683869952368][0.601929697289617;0.643158941580696][0.73671788078434;0.569015134038469][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.089720716,7,50,TRUE,490988949,,2,200,0.089720716,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 41,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.403926368,TRUE,[[0;1]],50,180045,00:13.4,0.820686811,900,128.7170364,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.061079699,Population Age Distribution,128.7781161,0.403926368,0.820686811,128.7170364,ItemArray<IScope>,[[0;1.00278864060882][0.851862675445768;-0.771866008644905][0.0829952501657505;0.672039703790191][0.453871428319457;-0.122368477669955][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.203766368,7,50,TRUE,654331788,,2,200,0.203766368,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 43,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.31308022,TRUE,[[0;1]],50,180045,00:12.7,0.76934719,900,120.6104524,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.056214224,Population Age Distribution,120.6666667,0.31308022,0.76934719,120.6104524,ItemArray<IScope>,[[1;0.00144353432057604][0;1.00288514912028][0.0670224605921919;0.743627109773308][0.805856123792022;0.10389668716788][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.135315496,7,50,TRUE,844665916,,2,200,0.135315496,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 42,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.367728072,TRUE,[[0;1]],50,180045,00:13.3,1.001136693,900,120.2749853,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.058348043,Population Age Distribution,120.3333333,0.367728072,1.001136693,120.2749853,ItemArray<IScope>,[[1;0.000938406209604671][0;1.00046935910458][0.0793432318295221;0.994235034173121][0.383328491990761;0.85372198412271][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.138007941,7,50,TRUE,155239476,,2,200,0.138007941,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 42,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.377798422,TRUE,[[0;1]],50,180045,00:13.4,0.701684739,900,128.7457051,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.032411032,Population Age Distribution,128.7781161,0.377798422,0.701684739,128.7457051,ItemArray<IScope>,[[0;1.0000360211534][0.851757680753553;-0.77332949918969][0.40953245777144;0.239267646021573][0.618498258182416;-0.125966112500028][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.130012279,7,50,TRUE,647780792,,2,200,0.130012279,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 44,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.321537081,TRUE,[[0;1]],50,180045,00:12.8,0.731602627,900,120.6063013,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.060365322,Population Age Distribution,120.6666667,0.321537081,0.731602627,120.6063013,ItemArray<IScope>,[[0;1.00014052162312][1;7.02627667620927E-05][0.267892644048492;0.482520913905423][0.0765680089760001;0.72341187017948][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.119856069,7,50,TRUE,902657834,,2,200,0.119856069,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 45,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.338645676,TRUE,[[0;1]],50,180045,00:12.7,0.756925137,900,120.5146439,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.152022757,Population Age Distribution,120.6666667,0.338645676,0.756925137,120.5146439,ItemArray<IScope>,[[1;0.00927112725617421][0;1.01842016808743][0.189437891362858;0.59856818711026][0.459070581724797;0.334707513978375][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.292442714,7,50,TRUE,1609093951,,2,200,0.292442714,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 43,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.354656866,TRUE,[[0;1]],50,180045,00:13.4,1.065334693,900,120.28469,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.048643349,Population Age Distribution,120.3333333,0.354656866,1.065334693,120.28469,ItemArray<IScope>,[[1;0.000277598028768772][0;1.00013884214651][0.759296837204957;0.456385534704587][0.888827315607035;0.210241265755722][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.133482438,7,50,TRUE,412436150,,2,200,0.133482438,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 43,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.304824628,TRUE,[[0;1]],50,180045,00:13.3,0.748169514,900,128.7480507,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.030065404,Population Age Distribution,128.7781161,0.304824628,0.748169514,128.7480507,ItemArray<IScope>,[[0.851704326803632;-0.773264634570376][0;1.00017168479968][0.824770647414527;-0.487060490008431][0.453831395288248;-0.124097770804972][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.113949283,7,50,TRUE,35743031,,2,200,0.113949283,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 46,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.348224422,TRUE,[[0;1]],50,180045,00:12.5,0.771540829,900,120.5698849,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.09678178,Population Age Distribution,120.6666667,0.348224422,0.771540829,120.5698849,ItemArray<IScope>,[[0;1.00847878672048][1;0.00424841300126725][0.346469981124302;0.417500757519161][0.486907331743368;0.327312636629576][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.17937763,7,50,TRUE,1024347419,,2,200,0.17937763,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 44,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.366276427,TRUE,[[0;1]],50,180045,00:13.4,1.075616516,900,120.2658357,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.067497647,Population Age Distribution,120.3333333,0.366276427,1.075616516,120.2658357,ItemArray<IScope>,[[1;0.00175030119973686][0;1.00087568426148][0.696586463638422;0.524906843819026][0.531231963846974;0.71959190183433][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.110379642,7,50,TRUE,1228649322,,2,200,0.110379642,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 44,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.272993305,TRUE,[[0;1]],50,180045,00:13.6,0.678282313,900,128.7293661,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.048750019,Population Age Distribution,128.7781161,0.272993305,0.678282313,128.7293661,ItemArray<IScope>,[[0;1.00231865132564][0.851828765646313;-0.7721197279003][0.453859269438523;-0.12268024852287][0.409546422540134;0.240625104125262][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.140248639,7,50,TRUE,1744222203,,2,200,0.140248639,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 47,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.299716502,TRUE,[[0;1]],50,180045,00:12.7,0.647471522,900,120.6088341,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.057832525,Population Age Distribution,120.6666667,0.299716502,0.647471522,120.6088341,ItemArray<IScope>,[[1;0.000160208371081155][0;1.0003201133261][0.264156486377601;0.507868336968639][0.0957907806984501;0.691885565675019][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.06727478,7,50,TRUE,1326682706,,2,200,0.06727478,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 45,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.373236179,TRUE,[[0;1]],50,180045,00:13.4,1.107710439,900,120.2890516,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.044281756,Population Age Distribution,120.3333333,0.373236179,1.107710439,120.2890516,ItemArray<IScope>,[[0;1.00018695451123][1;0.000378430851132095][0.317693830051445;0.89927796733861][0.467215345841073;0.782494066724253][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.140335513,7,50,TRUE,1790882151,,2,200,0.140335513,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 45,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.395728538,TRUE,[[0;1]],50,180045,00:13.5,0.707060098,900,128.7432986,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.034817518,Population Age Distribution,128.7781161,0.395728538,0.707060098,128.7432986,ItemArray<IScope>,[[0.852013942781789;-0.772909360666655][0;1.00083939384419][0.45383931751028;-0.123670691938877][0.409912359169587;0.234720702533356][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.160618123,7,50,TRUE,1445123853,,2,200,0.160618123,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
