,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.0,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,BestKnownFront,Bounds,Crowding,DominateOnEqualQualities,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.0,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TestFunction,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
NSGA-II Run 61,0.020986557,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.142079854,FALSE,[[0;1]],50,180030,00:34.4,0.000381365,6000,120.6456801,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00000363181384][1;1.84016966348233E-06][0.408355492051555;0.36097550899392][0.0497651112930909;0.776922326466473][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,849130792,60,,,0.021516549,,,,,,,ZDT1,,,,,
NSGA-II Run 63,5.17201977,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.072174278,FALSE,[[0;1][-5;5]],30,180030,00:25.4,0.207852638,6000,115.4946469,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.48393879617924][0.672948405093549;0.576657280890999][0.238558122076038;0.747943260160131][0.182966747438783;0.779256820041395][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1093024584,60,,,0.015530546,,,,,,,ZDT4,,,,,
NSGA-II Run 58,0.113567422,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112103223,FALSE,[[0;1]],30,180030,00:25.3,0.004271964,6000,117.4050078,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00951591346686843][0.28077531881537;0.926282613189857][0.533105038195468;0.721932818968311][0.376365940227812;0.863800967519464][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1178348590,60,,,0.016567816,,,,,,,ZDT6,,,,,
NSGA-II Run 62,0.020947588,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138551619,FALSE,[[0;1]],50,180030,00:25.7,0.000466584,6000,120.3123857,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00031580448008004][0;1.00015791231358][0.599578833129121;0.640719898295869][0.560724138389772;0.685795999549447][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,215664939,60,,,0.014333404,,,,,,,ZDT2,,,,,
NSGA-II Run 63,0.013391635,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.189549734,FALSE,[[0;1]],50,180030,00:25.9,0.000912174,6000,128.7647245,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851853845868872;-0.773368826730661][0.409342234006536;0.241778918353597][0.823343478078426;-0.458502060361403][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1857566112,60,,,0.042064957,,,,,,,ZDT3,,,,,
NSGA-II Run 62,0.018354456,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139057859,FALSE,[[0;1]],50,180030,00:34.4,0.000451036,6000,120.6483122,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;1.76613394755112E-05][0;1.00003532886374][0.561161389318516;0.250915048470814][0.0122444441230109;0.889378743702318][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,18112137,60,,,0.014906274,,,,,,,ZDT1,,,,,
NSGA-II Run 59,0.175827401,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.115974312,FALSE,[[0;1]],30,180030,00:25.3,0.006873421,6000,117.3427478,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.0153237907242822][0.28077531885239;0.929458587981546][0.944574330560767;0.12228327488804][0.477660384057996;0.781274282377027][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1500153064,60,,,0.01609403,,,,,,,ZDT6,,,,,
NSGA-II Run 64,1.988588692,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.077684845,FALSE,[[0;1][-5;5]],30,180030,00:25.9,0.07748862,6000,118.678078,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.184927112320298][0.0884992882064254;0.757525463594411][0.815362424072466;0.264035231933508][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1956562411,60,,,0.017552068,,,,,,,ZDT4,,,,,
NSGA-II Run 63,0.018591594,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138266021,FALSE,[[0;1]],50,180030,00:25.9,0.000424298,6000,120.3147417,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00008939157264][1;0.000178775504873167][0.736699727653361;0.457607798725164][0.775067813489435;0.399433606746111][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,110014388,60,,,0.0166613,,,,,,,ZDT2,,,,,
NSGA-II Run 64,0.012967487,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.192239372,FALSE,[[0;1]],50,180030,00:26.4,0.001242414,6000,128.7651486,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851802570169752;-0.773368625357262][0.409360980162982;0.241528090765768][0.618419420656346;-0.124613297147445][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,232260195,60,,,0.042300621,,,,,,,ZDT3,,,,,
NSGA-II Run 60,0.086097628,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113908293,FALSE,[[0;1]],30,180030,00:25.8,0.003122235,6000,117.4324776,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318825522;0.924919745312][1;0.00692097522079922][0.733660992686389;0.46708223865415][0.603853308004057;0.640104417280952][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1846307556,60,,,0.012086277,,,,,,,ZDT6,,,,,
NSGA-II Run 65,5.506439894,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073147196,FALSE,[[0;1][-5;5]],30,180030,00:25.8,0.214109768,6000,115.1602268,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.515353547287247][0.698460782072184;0.59496175502161][0.625344551428103;0.616896384609157][0.0276687262428299;0.919384305287467][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,2084463353,60,,,0.011620381,,,,,,,ZDT4,,,,,
NSGA-II Run 64,0.019622687,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.136055629,FALSE,[[0;1]],50,180030,00:25.8,0.000375014,6000,120.3137106,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00002194404473][1;4.38310089083328E-05][0.57473054061221;0.669722456629411][0.635673185339222;0.596210678939725][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,819523111,60,,,0.021553973,,,,,,,ZDT2,,,,,
NSGA-II Run 63,0.026152764,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.142075153,FALSE,[[0;1]],50,180030,00:34.9,0.000337322,6000,120.6405139,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00004804655109][1;2.40376205049227E-05][0.400362726609049;0.367290649280282][0.0508669254242668;0.774505681410063][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1888643835,60,,,0.023032189,,,,,,,ZDT1,,,,,
NSGA-II Run 65,0.011010321,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.175780886,FALSE,[[0;1]],50,180030,00:26.6,0.00115741,6000,128.7671058,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.0000000186549][0.851838040331665;-0.773368990989346][0.82341201447743;-0.459901568573045][0.453879980038715;-0.124218431355551][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1387386003,60,,,0.026899177,,,,,,,ZDT3,,,,,
NSGA-II Run 61,0.068864871,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.116788514,FALSE,[[0;1]],30,180030,00:25.8,0.00234443,6000,117.4497103,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.999999999619096;0.00520360116701888][0.28077531881537;0.9239756344636][0.90449955459979;0.18661341159088][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1324511454,60,,,0.01579611,,,,,,,ZDT6,,,,,
NSGA-II Run 66,1.972753496,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076767339,FALSE,[[0;1][-5;5]],30,180030,00:26.0,0.085380587,6000,118.6939132,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.183342073048023][0.904907561348687;0.223140948283205][0.0169899870572936;0.893552259378875][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1500077291,60,,,0.018935432,,,,,,,ZDT4,,,,,
NSGA-II Run 65,0.019812765,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.140266673,FALSE,[[0;1]],50,180030,00:26.0,0.000413695,6000,120.3135206,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;4.47273468813349E-07][0;1.00000022335268][0.902163165750261;0.186102032396428][0.578414017975678;0.665437531015127][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1189843878,60,,,0.020494597,,,,,,,ZDT2,,,,,
NSGA-II Run 66,0.016531029,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.201012555,FALSE,[[0;1]],50,180030,00:27.0,0.001295082,6000,128.7615851,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.851825712580609;-0.773368990754576][0;1][0.618401787151706;-0.124305585468151][0.823445803063787;-0.460590681983797][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,2115821425,60,,,0.040259575,,,,,,,ZDT3,,,,,
NSGA-II Run 64,0.021685057,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139457259,FALSE,[[0;1]],50,180030,00:35.0,0.000252459,6000,120.6449816,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00000203832182][1;1.01404070715602E-06][0.903933987516908;0.0492466391176019][0.367785022289097;0.393548603329285][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1514324018,60,,,0.018241498,,,,,,,ZDT1,,,,,
NSGA-II Run 62,0.071313423,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.117112006,FALSE,[[0;1]],30,180030,00:25.8,0.002497806,6000,117.4472618,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318815377;0.924115789311862][0.999994444502917;0.00549253140942778][0.881640297575435;0.227601031158539][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1671184145,60,,,0.01465025,,,,,,,ZDT6,,,,,
NSGA-II Run 67,3.146729176,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073276346,FALSE,[[0;1][-5;5]],30,180030,00:25.8,0.119236724,6000,117.5199375,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.293682417626997][0.619911192096642;0.443884900938524][0.833514445000299;0.35515319258245][0.263512543945466;0.637422756249793][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1893515768,60,,,0.016996957,,,,,,,ZDT4,,,,,
NSGA-II Run 66,0.019151029,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138326116,FALSE,[[0;1]],50,180030,00:25.8,0.000452718,6000,120.3141823,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00000207822387][1;4.15067600627985E-06][0.490172038872304;0.759733946664822][0.732779195898286;0.463050204504507][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,536975444,60,,,0.016278613,,,,,,,ZDT2,,,,,
NSGA-II Run 67,0.01282993,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.186005421,FALSE,[[0;1]],50,180030,00:26.4,0.000982421,6000,128.7652862,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.851844843747923;-0.773368951830357][0;1][0.618409933884981;-0.12444776008889][0.453869543916407;-0.124218409009104][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,680641068,60,,,0.034919119,,,,,,,ZDT3,,,,,
NSGA-II Run 65,0.019356547,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138131538,FALSE,[[0;1]],50,180030,00:34.4,0.000430647,6000,120.6473101,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00000255056245][1;1.27546332061028E-06][0.453832664645981;0.326336479619805][0.12526544352252;0.64609909125033][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,766576166,60,,,0.018064845,,,,,,,ZDT1,,,,,
NSGA-II Run 63,0.053126396,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11411826,FALSE,[[0;1]],30,180030,00:25.8,0.001753736,6000,117.4654488,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.999999999990833;0.00371638543312833][0.280775318817155;0.923225316711376][0.738174056800891;0.458069879183498][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,728910808,60,,,0.017582524,,,,,,,ZDT6,,,,,
NSGA-II Run 68,4.975788668,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.071575773,FALSE,[[0;1][-5;5]],30,180030,00:25.8,0.204286017,6000,115.690878,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.465458730413857][0.660514666788496;0.565616143721124][0.00925382287619372;0.948584620886351][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1445811661,60,,,0.015397722,,,,,,,ZDT4,,,,,
NSGA-II Run 67,0.020593824,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.137058835,FALSE,[[0;1]],50,180030,00:25.8,0.00035369,6000,120.3127395,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;2.16261191108623E-06][0;1.00000108524214][0.508596767038463;0.741330751093306][0.808060100400242;0.347040730216794][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1707899194,60,,,0.016866351,,,,,,,ZDT2,,,,,
NSGA-II Run 68,0.012668803,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.191181877,FALSE,[[0;1]],50,180030,00:26.3,0.001356565,6000,128.7654473,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851829499741267;-0.773369007550432][0.409323876427304;0.242024566342249][0.823338702621099;-0.458404457984918][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,1163497258,60,,,0.036795078,,,,,,,ZDT3,,,,,
NSGA-II Run 64,0.058819649,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.115854072,FALSE,[[0;1]],30,180030,00:25.6,0.001914652,6000,117.4597555,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318816038;0.923443736773694][0.999999996078743;0.00422008106186193][0.872944877792826;0.24168473449238][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1541676401,60,,,0.01234761,,,,,,,ZDT6,,,,,
