,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 91",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.522751648,[[0;1]],50,180021,00:59.6,9236,8,8,0.454400249,128.7781161,0.602537788,0.886007086,128.3237159,[[0;1.01330752011081][0.851715002050055;-0.766175990135031][0.425857501025028;0.04727359809445]],0.147976661,3,50,293211365,6,0.145447615,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 91",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.433398379,[[0;1]],50,180021,01:18.5,9236,8,8,0.490423896,120.6666667,0.492439207,0.936599302,120.1762428,[[0;1.02756800909245][1;0.0138777166004806][0.33;0.642885286524273][0.804308176230951;0.209292711237361][...]],0.250235711,3,50,1712670331,6,0.239137405,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 92",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.723807555,[[0;1]],30,180021,01:01.0,9236,8,8,0.146350847,117.5185752,0.723807555,3.87354767,117.3722244,[[0.280775318815369;0.921165220344128][1;0][0.694979880835364;0.517002965234063]],0.145524849,3,30,1941078252,6,0.145524849,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 92",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.097225913,[[0;1][-5;5]],30,180021,01:01.2,9236,8,8,8.149481597,120.6666667,0.113489705,0.592027441,112.5171851,[[0;1][1;0.752749232753261][0.651915109370736;0.922161028549064][0.31632300959474;0.961696230392149][0.480470312493635;0.934116597288834][...]],0.082465286,3,30,1911903917,6,0.034726636,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 92",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.471936322,[[0;1]],50,180021,01:01.3,9236,8,8,0.364544938,120.3333333,0.524628102,1.242768767,119.9687884,[[1;0.00759118545157025][0;1.00380279596191][0.610627636687892;0.879235543821062]],0.211463488,3,50,401186801,6,0.230394972,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 92",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.507873499,[[0;1]],50,180021,01:01.6,9236,8,8,0.415632053,128.7781161,0.555810087,0.926339564,128.3624841,[[0;1.00685131172691][0.851355846384644;-0.769577208086764][0.425677923192322;0.0448385483798883]],0.215063526,3,50,1252771056,6,0.216872783,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 93",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.785477427,[[0;1]],30,180021,01:00.6,9236,8,8,2.467598886,117.5185752,0.767685903,3.439989634,115.0509763,[[0.280775318815369;1.04647125714092][1;0.221827029443334][0.699783881023512;0.678659330628784]],0.139814406,3,30,798961985,6,0.17331913,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 93",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.04746392,[[0;1][-5;5]],30,180021,01:01.0,9236,8,8,8.030170122,120.6666667,0.401885416,0.571202029,112.6364965,[[0;1][1;0.744570667688923][0.44643318593886;0.860209817421291][0.302889244396279;0.966453578987873][0.302741844085491;0.968587487264811][...]],0.077935118,3,30,161313054,6,0.0225567,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 93",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.370988593,[[0;1]],50,180021,01:01.2,9236,8,8,0.325278567,120.3333333,0.688310079,0.780795432,120.0080548,[[1;0.0126332935268447][0;1.00633659657759][0.582198936226649;0.669515295935062]],0.22215409,3,50,194969128,6,0.161583825,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 92",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.459143163,[[0;1]],50,180021,01:20.4,9236,8,8,0.339234149,120.6666667,0.432635051,0.755364975,120.3274325,[[0;1.00963232761775][1;0.00482770600330557][0.33;0.434495155102093]],0.309739403,3,50,121531166,6,0.194763192,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 93",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.536423436,[[0;1]],50,180021,01:01.1,9236,8,8,0.481525224,128.7781161,0.547974594,0.738416859,128.2965909,[[0;1.01632777490965][0.852169881287161;-0.764499158831062][0.425602749944342;0.421116765190428][0.851205499888683;-0.25794343431363][...]],0.268134656,3,50,1582198265,6,0.260589009,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 94",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.678599223,[[0;1]],30,180021,00:59.8,9236,8,8,0.146281071,117.5185752,0.678599223,3.968868277,117.3722941,[[1;0][0.280775318815369;0.921165220344128][0.699761317075949;0.510334099124133]],0.170201898,3,30,458088958,6,0.170201898,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 94",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.069881965,[[0;1][-5;5]],30,180021,00:59.8,9236,8,8,7.599237376,120.6666667,0.109836513,0.512608306,113.0674293,[[0;1][1;0.70168224715738][0.482106848277342;0.846729263332053][0.376513788581096;0.966869925179426][0.33;0.972862518249569][...]],0.089866893,3,30,1290997140,6,0.045714796,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 94",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.537374615,[[0;1]],50,180021,00:59.9,9236,8,8,0.406847348,120.3333333,0.545735676,1.180139767,119.926486,[[1;0.0178505037682613][0;1.00896508115154][0.705517075107269;0.639802074796649][0.56047324642876;0.972811167101006][...]],0.19574216,3,50,1843673644,6,0.213245004,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 94",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.528066071,[[0;1]],50,180021,01:00.5,9236,8,8,0.474927653,128.7781161,0.623292191,0.891574642,128.3031885,[[0.852105934482939;-0.767634979832699][0;1.01056690435222][0.425696411622695;0.133795265145975][0.85139282324539;-0.646309899655432][...]],0.257106482,3,50,1745301312,6,0.276177091,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 93",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.379102145,[[0;1]],50,180021,01:18.3,9236,8,8,0.343063555,120.6666667,0.379102145,0.839714763,120.3236031,[[1;0.00489321922682522][0;1.00976272635399][0.410392489876191;0.398285767663114][0.5;0.354752521555045][...]],0.30690207,3,50,1940453425,6,0.30690207,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 95",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.749685143,[[0;1]],30,180021,00:59.4,9236,8,8,0.146774476,117.5185752,0.749685143,3.698577465,117.3718007,[[0.280775318815369;0.921165220344128][1;0][0.682297283120912;0.534470417445821]],0.206186538,3,30,1646144587,6,0.206186538,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 95",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.062899045,[[0;1][-5;5]],30,180021,00:59.6,9236,8,8,8.416008846,120.6666667,0.14482681,0.569067201,112.2506578,[[0;1][1;0.783311012259351][0.345051552579749;0.87257241808061][0.995466209570707;0.856678687841611][0.337555151443204;0.968333177671726][...]],0.081065948,3,30,1014173386,6,0.025831544,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 95",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.425360906,[[0;1]],50,180021,00:59.6,9236,8,8,0.285097306,120.3333333,0.510158655,1.269087899,120.048236,[[0;1.00402119020423][1;0.00776767839355751][0.656328791894724;0.625944708198744]],0.142415303,3,50,1870694923,6,0.217229873,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 95",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.519754248,[[0;1]],50,180021,00:59.9,9236,8,8,0.415819898,128.7781161,0.519754248,0.787635951,128.3622962,[[0;1.00656685425062][0.851734799902047;-0.769823402775692][0.42583963264789;0.050431807882086][0.85167926529578;-0.650160529089935][...]],0.201244596,3,50,857138330,6,0.201244596,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 94",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.570759807,[[0;1]],50,180021,01:18.0,9236,8,8,0.416805527,120.6666667,0.644147264,1.072381283,120.2498611,[[1;0.00214587581355749][0;1.00428855509408][0.674796822047897;0.443229962775623][0.349593644095794;0.717850962525639][...]],0.202457121,3,50,284670662,6,0.243242084,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 96",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.622260042,[[0;1]],30,180021,00:59.5,9236,8,8,9.292453439,117.5185752,0.622260042,3.985424049,108.2261218,[[0.280775318815369;1.47425820858026][1;0.870580384621372][0.69410185008029;1.21019318989683]],0.154496003,3,30,631416118,6,0.154496003,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 96",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.105497419,[[0;1][-5;5]],30,180021,00:59.8,9236,8,8,8.242102296,120.6666667,0.125271695,0.547665092,112.4245644,[[0;1][1;0.762005900966295][0.495313991409875;0.928901784280775][0.99062798281975;0.865122412904576][0.251866560766323;0.970544368032096][...]],0.067334988,3,30,959911213,6,0.023719277,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 96",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.511814903,[[0;1]],50,180021,00:59.5,9236,8,8,0.265030094,120.3333333,0.487749923,1.172665784,120.0683032,[[0;1.00378181559399][1;0.00754938294303235][0.67;0.556573076576976]],0.112645144,3,50,1070927600,6,0.122124752,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 96",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.545556274,[[0;1]],50,180021,01:00.0,9236,8,8,0.37910246,128.7781161,0.581703614,0.863025769,128.3990137,[[0.851084847056046;-0.770944828484972][0;1.00405859619903][0.422841870775127;0.121065943051077][0.255010268675194;0.716187375728565][...]],0.219422368,3,50,499099790,6,0.240848018,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.721646518,[[0;1]],30,180021,00:59.7,9236,8,8,0.146336042,117.5185752,0.721646518,3.857762466,117.3722392,[[1;0][0.280775318815369;0.921165220344128][0.695760921053395;0.515916740734932]],0.181623032,3,30,1908616418,6,0.181623032,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.08103813,[[0;1][-5;5]],30,180021,00:59.9,9236,8,8,7.998697761,120.6666667,0.283315269,0.603415977,112.6679689,[[0;1][1;0.739268333195336][0.5;0.885231320549105][0.408961509863036;0.964104220088866]],0.107285724,3,30,223786320,6,0.021202603,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 95",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.447558741,[[0;1]],50,180021,01:18.3,9236,8,8,0.417106821,120.6666667,0.481569522,1.20750883,120.2495598,[[0;1.00974909108413][1;0.00488636857715479][0.437546956878976;0.461840911574183]],0.166664579,3,50,1454029961,6,0.086419514,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.701336789,[[0;1]],50,180021,01:00.0,9236,8,8,0.32388886,120.3333333,0.498155182,0.722506119,120.0094445,[[1;0.0139964457639981][0;1.00702271014394][0.67;0.561253220063784][0.620752788251954;0.817616871580233][...]],0.35201025,3,50,760584314,6,0.20209041,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.517083435,[[0;1]],50,180021,01:00.3,9236,8,8,0.623546343,128.7781161,0.564640921,1.091211426,128.1545698,[[0.851234882160169;-0.765407255135559][0;1.01445570682183][0.411321547188679;0.445772286787779]],0.196545376,3,50,1012187242,6,0.197983162,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.698894061,[[0;1]],30,180021,01:00.3,9236,8,8,0.146774477,117.5185752,0.958885577,3.331515836,117.3718007,[[0.280775318815369;0.921165220344128][1;0][0.682297278945876;0.534470423143053]],0.254632994,3,30,1495666034,6,0.220020735,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.071008061,[[0;1][-5;5]],30,180021,01:00.9,9236,8,8,8.241619236,120.6666667,0.14773318,0.557493666,112.4250474,[[0;1][1;0.763671747446525][0.488972780827392;0.893624996724262][0.343587765254655;0.967971943862798][...]],0.061240408,3,30,26716087,6,0.030475813,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.669109846,[[0;1]],50,180021,01:01.3,9236,8,8,0.299018926,120.3333333,0.534032538,0.848865442,120.0343144,[[0;1.00430163996618][1;0.00858485508303001][0.5;0.755372443745393]],0.152621728,3,50,1133217826,6,0.136052538,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 96",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.4207647,[[0;1]],50,180021,01:19.2,9236,8,8,0.367735299,120.6666667,0.532940502,0.98168393,120.2989314,[[0;1.00197073489181][1;0.000985852442626365][0.5;0.419168570011522][0.246938182345756;0.931199314370587][...]],0.199429264,3,50,993709952,6,0.199081901,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.564468875,[[0;1]],50,180021,01:01.7,9236,8,8,0.556057818,128.7781161,0.60817043,1.053817845,128.2220583,[[0.851757126880949;-0.761202284108452][0;1.02248023992048][0.435933808515058;0.149808115983211][0.143858156809969;1.00460791436769][...]],0.217438994,3,50,1325932062,6,0.181478158,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.841334756,[[0;1]],30,180021,01:00.1,9236,8,8,0.146555104,117.5185752,0.870111305,3.955702458,117.3720201,[[1;0][0.280775318815369;0.921165220344128][0.687616170594848;0.527184001936478]],0.253078574,3,30,1297405160,6,0.196183594,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.066651458,[[0;1][-5;5]],30,180021,01:00.0,9236,8,8,7.82978007,120.6666667,0.16252327,0.607627604,112.8368866,[[0;1][1;0.719580758181498][0.986656731684405;0.848468048235973][0.76377269998115;0.942470281751137][0.244737605804032;0.973222822303587][...]],0.09428293,3,30,687937528,6,0.048620755,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.621037296,[[0;1]],50,180021,01:00.1,9236,8,8,0.475874633,120.3333333,0.748386999,1.038230141,119.8574587,[[0;1.01339614687053][1;0.0266152092400726][0.553948055647681;0.710594079482123][0.5;0.977408030581289][...]],0.200451626,3,50,114875890,6,0.128592882,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.630918149,[[0;1]],50,180021,01:00.4,9236,8,8,0.530627549,128.7781161,0.630918149,1.176352132,128.2474886,[[0;1.02604190005957][0.851510321746803;-0.76011988140863][0.425755160873401;0.0698466111782191]],0.137891474,3,50,2036825503,6,0.137891474,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.44406429,[[0;1]],50,180021,01:18.4,9236,8,8,0.475323263,120.6666667,0.439530218,1.027254448,120.1913434,[[1;0.00469084313733809][0;1.00935988631052][0.33;0.640876139176973][0.290889360827621;0.990755964807169][...]],0.150129323,3,50,167607202,6,0.14516329,ZDT1
