,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 58",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.233820482,[[0;1]],50,300042,01:09.6,7987,8,8,0.249854371,128.7781161,0.269427455,0.617643206,128.5282618,[[0;1.01515305894632][0.851778861819339;-0.765180953536133][0.641644393084599;-0.313099590425577][0.245216282556566;0.273769824997971][...]],0.096686549,6,50,1101784078,12,0.095953135,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 59",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.193335003,[[0;1]],50,300042,01:04.8,7987,8,8,0.267053136,120.6666667,0.221973845,0.725980328,120.3996135,[[1;0.0109936098330677][0;1.02010459926851][0.500693920244023;0.408387291945604][0.733933568512417;0.211976533960484][...]],0.106890797,6,50,1552128008,12,0.10784104,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 59",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.232066192,[[0;1]],50,300042,01:08.5,7987,8,8,0.270508206,120.3333333,0.236004293,0.905274597,120.0628251,[[0;1.0073996174482][1;0.0156863562004013][0.772393426625126;0.487998246816514][0.602722055956907;0.697319651125244][...]],0.110442225,6,50,1381205582,12,0.078795624,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 59",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.391839744,[[0;1]],30,300042,01:08.2,7987,8,8,0.062827566,117.5185752,0.391839744,3.257549129,117.4557476,[[0.280775318815369;0.921165220344128][1;0][0.630493074858379;0.602478482555627][0.481344766522488;0.768307215741411][...]],0.071833439,6,30,424905890,12,0.071833439,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 59",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.04938172,[[0;1][-5;5]],30,300042,01:08.7,7987,8,8,4.925962267,120.6666667,0.05850349,0.412285061,115.7407044,[[0;1][1;0.456016427762469][0.446390993463451;0.636550984820703][0.761457504985736;0.525311598454158][...]],0.059085211,6,30,1963750078,12,0.057658034,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 59",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.226454699,[[0;1]],50,300042,01:09.2,7987,8,8,0.247523239,128.7781161,0.274413749,0.558751753,128.5305929,[[0;1.01027779468758][0.851684428551759;-0.767625103998193][0.42540496594592;0.0538883552574251][0.22037201424753;0.518327955369334][...]],0.100477801,6,50,357359612,12,0.070614185,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 60",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.238303025,[[0;1]],50,300042,01:04.2,7987,8,8,0.19643718,120.6666667,0.240864347,0.839285464,120.4702295,[[1;0.00711935874300571][0;1.01418874131605][0.328450847848308;0.647830001451309][0.434338702976406;0.367733103852778][...]],0.085899789,6,50,991320515,12,0.081886898,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 60",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.345459046,[[0;1]],50,300042,01:08.9,7987,8,8,0.192836978,120.3333333,0.26306992,0.47754096,120.1404964,[[0;1.00474538634223][1;0.00946836034810878][0.335;0.897129714081096][0.650598328906279;0.61350716278071][...]],0.26950819,6,50,1458337701,12,0.069984605,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 60",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.364000933,[[0;1]],30,300042,01:08.9,7987,8,8,1.556902012,117.5185752,0.364000933,3.368986534,115.9616732,[[1;0.142290012109564][0.280775318815369;1.00024727510981][0.468483532381405;0.869255725029456][0.651314276608819;0.678570535290858][...]],0.068521655,6,30,1729940851,12,0.068521655,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 60",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.047689334,[[0;1][-5;5]],30,300042,01:09.2,7987,8,8,4.288452017,120.6666667,0.071298453,0.419193675,116.3782146,[[0;1][1;0.396151890985403][0.331542783238371;0.652305756792076][0.0988721971393794;0.81012630446594][...]],0.066171383,6,30,2016773401,12,0.063735457,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 60",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.256475138,[[0;1]],50,300042,01:09.9,7987,8,8,0.268577307,128.7781161,0.267017229,0.605794707,128.5095388,[[0;1.02785191907125][0.85135276950065;-0.758181006595119][0.438908253609037;-0.0420496946084496][0.24465680871423;0.316943676110598][...]],0.142554419,6,50,1605132558,12,0.144438098,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 61",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.217644211,[[0;1]],50,300042,01:04.7,7987,8,8,0.253605174,120.6666667,0.216854512,0.644540762,120.4130615,[[1;0.0114260439012107][0;1.02229879715324][0.520309321630832;0.317666858298521][0.177645542376092;0.611341250761035][...]],0.107107385,6,50,1507719858,12,0.110037301,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 61",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.219095777,[[0;1]],50,300042,01:09.5,7987,8,8,0.30801594,120.3333333,0.233339176,1.154508527,120.0253174,[[1;0.0173570089186798][0;1.00945091193559][0.731673227423326;0.630128133070553][0.921497242394085;0.235783048000404][...]],0.072190582,6,50,546466493,12,0.068918593,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 61",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.365884716,[[0;1]],30,300042,01:09.3,7987,8,8,1.187227891,117.5185752,0.421381352,3.525598031,116.3313473,[[1;0.106796635936752][0.280775318815369;0.980085544308759][0.722828082208022;0.559497768358818][0.873772657897665;0.331025102525853][...]],0.086447178,6,30,1800351016,12,0.090269594,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 61",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.038126465,[[0;1][-5;5]],30,300042,01:10.0,7987,8,8,5.255333691,120.6666667,0.059707133,0.424495776,115.411333,[[0;1][1;0.487013581752877][0.470387711131675;0.648686738275459][0.735193855565838;0.56014776593472][0.224271309002725;0.757063491310691][...]],0.073620395,6,30,157809028,12,0.065354626,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 61",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.24318446,[[0;1]],50,300042,01:11.1,7987,8,8,0.256933298,128.7781161,0.282561912,0.690292062,128.5211828,[[0.852091627654493;-0.762512631817909][0;1.01999250180614][0.425561215261421;0.139532722006258][0.4754425262327;0.00444661039313985][...]],0.148763424,6,50,2140770563,12,0.156336101,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 62",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.2491061,[[0;1]],50,300042,01:06.2,7987,8,8,0.23501274,120.6666667,0.274758762,0.862478655,120.4316539,[[1;0.00996384860379973][0;1.01975461156651][0.610699775837578;0.293225511528595][0.805349887918789;0.155479589916951][...]],0.10757118,6,50,227475096,12,0.098168735,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 62",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.239337263,[[0;1]],50,300042,01:07.3,7987,8,8,0.257632122,120.3333333,0.245748467,1.116877793,120.0757012,[[0;1.00647829302477][1;0.0129101798252748][0.781971071555936;0.427593755378056][0.250916708206595;0.956156504356114][...]],0.093653936,6,50,1437231375,12,0.095035355,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 62",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.370333251,[[0;1]],30,300042,01:07.4,7987,8,8,1.874328664,117.5185752,0.370333251,3.250753299,115.6442465,[[0.280775318815369;1.01685454464772][0.999999999995283;0.171152258414496][0.760330987653426;0.55848676834648][...]],0.110776972,6,30,839582560,12,0.110776972,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 62",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.033740628,[[0;1][-5;5]],30,300042,01:08.1,7987,8,8,5.504283499,120.6666667,0.049268277,0.418021211,115.1623832,[[0;1][1;0.507926272637193][0.55304544407464;0.650081571620701][0.835470267633027;0.550224621757781][0.385197043530143;0.768984552364471][...]],0.049529718,6,30,1346075547,12,0.046090284,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 62",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.263361217,[[0;1]],50,300042,01:08.8,7987,8,8,0.217421703,128.7781161,0.28432771,0.778499277,128.5606944,[[0.851864924625919;-0.766123996799609][0;1.01340500498122][0.433049141748215;0.0330363483653222][0.646342002609276;-0.409123510007703][...]],0.120664371,6,50,273675217,12,0.119395105,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 63",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.233810746,[[0;1]],50,300042,01:04.4,7987,8,8,0.279099013,120.6666667,0.274549962,0.849589588,120.3875677,[[1;0.0112047607390212][0;1.02231960633524][0.114901127269968;0.770188808540981][0.755336156643891;0.182661308878804][...]],0.12475173,6,50,1688137450,12,0.122100251,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 63",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.248072088,[[0;1]],50,300042,01:06.6,7987,8,8,0.295735756,120.3333333,0.310757233,0.510796958,120.0375976,[[0;1.00856465997828][1;0.017056589467924][0.306345769608365;0.915384907112015][0.574771385251082;0.789091178587329][...]],0.182461053,6,50,2145189317,12,0.033936964,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 63",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.361030092,[[0;1]],30,300042,01:06.7,7987,8,8,1.703383993,117.5185752,0.361030092,3.55759526,115.8151912,[[1;0.155655161356978][0.280775318815369;1.00791391919236][0.909046378807749;0.316301345590203][0.69593390986286;0.632756740553922][...]],0.053851375,6,30,1022173667,12,0.053851375,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 63",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.042541263,[[0;1][-5;5]],30,300042,01:07.1,7987,8,8,5.859460172,120.6666667,0.069011095,0.428543108,114.8072065,[[0;1][1;0.54213483443506][0.279898265132206;0.784219661439739][0.56989149533055;0.711444906307033][0.712411769275176;0.613541940027516][...]],0.039817198,6,30,369619725,12,0.041831377,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 63",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.246550914,[[0;1]],50,300042,01:07.5,7987,8,8,0.206798729,128.7781161,0.266243563,0.724767707,128.5713174,[[0;1.01766089416821][0.851091270731866;-0.76358628806288][0.256406964976125;0.30154369234346][0.4513589381288;-0.0459299476493145][...]],0.10616395,6,50,1117749440,12,0.107061754,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 64",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.201517609,[[0;1]],50,300042,01:02.8,7987,8,8,0.310325797,120.6666667,0.216367106,0.67817181,120.3563409,[[1;0.0107827600369993][0;1.02145169392372][0.75;0.222661979182144][0.367903679612786;0.524951694625805][...]],0.120550058,6,50,1214752045,12,0.126582928,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 64",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.310836935,[[0;1]],50,300042,01:05.0,7987,8,8,0.385706579,120.3333333,0.298473856,0.808383987,119.9476268,[[1;0.0264607979701133][0;1.01333820956461][0.879055800800391;0.250858274006471][0.292229110523792;0.929488900654161][...]],0.202191321,6,50,772042610,12,0.03720414,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 64",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.368841243,[[0;1]],30,300042,01:04.8,7987,8,8,0.766289311,117.5185752,0.371500944,3.135270751,116.7522859,[[0.280775318815369;0.957798200340744][1;0.0669554298106337][0.860156046083622;0.318524126817355][0.590411339517744;0.696926949290047][...]],0.079078718,6,30,76646969,12,0.082772323,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 64",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.040507198,[[0;1][-5;5]],30,300042,01:05.2,7987,8,8,4.321105632,120.6666667,0.063604822,0.421626333,116.345561,[[0;1][1;0.398315905123373][0.719428446819806;0.489657449758354][0.438856893639612;0.601407740181056][...]],0.065684013,6,30,577826836,12,0.06408538,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 65",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.210418806,[[0;1]],50,300042,01:01.5,7987,8,8,0.38869695,120.6666667,0.219990998,0.799945267,120.2779697,[[1;0.0220704062824946][0;1.04367409327339][0.690312773351973;0.237580216321323][0.345156386675986;0.48642270426364][...]],0.122503294,6,50,336611333,12,0.125256212,ZDT1
